Column1,Èý´ÓÐÖ-Èý´ÓµÜ,ÒåÄ¸-ÒåÅ®,ÒåÄ¸-Òå×Ó,Òå¸¸-ÒåÅ®,Òå¸¸-Òå×Ó,Ç×¼Ò-Ç×¼Ò,´Ó×æ¹Ã-´ÓÖ¶Ëï,´Ó×æÄ¸-´ÓËïÅ®,´Ó×æ¸¸-´ÓËïÅ®,´Ó×æ¸¸-´ÓËï×Ó,²®Ä¸-Ö¶Å®,²®Ä¸-Ö¶×Ó,²®¸¸-Ö¶Å®Ðö,²®¸¸-Ö¶Ï±,²®¸¸-Ö¶×Ó,ÐÖ-ÃÃ,ÐÖ-µÜ,¹«¹«-¶ùÏ±,ÑøÄ¸-ÑøÅ®,ÑøÄ¸-Ñø×Ó,Ñø¸¸-ÑøÅ®,Ñø¸¸-Ñø×Ó,ÔÙ´ÓÐÖ-ÔÙ´ÓµÜ,Êå-É©,ÊåÄ¸-Ö¶Å®,ÊåÄ¸-Ö¶×Ó,Êå¸¸-Ö¶Å®,Êå¸¸-Ö¶×Ó,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸µÜ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸µÜ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸ÃÃ,ÌÃ²®-ÌÃÖ¶,ÌÃÐÖ-ÌÃÃÃ,ÌÃÐÖ-ÌÃµÜ,ÌÃ½ã·ò-ÌÃÄÚµÜ,ÌÃ½ã-ÌÃÃÃ,ÌÃ½ã-ÌÃµÜ,ÌÃ×æÄ¸-ÌÃÖ¶Ëï,ÌÃ×æ¸¸-ÌÃÖ¶Ëï,ÍâÔø×æÄ¸-ÍâÔøËï,ÍâÔø×æ¸¸-ÍâÔøËï,Íâ×æÄ¸-ÍâËïÅ®,Íâ×æÄ¸-ÍâËï×Ó,Íâ×æ¸¸-ÍâËïÅ®,Íâ×æ¸¸-ÍâËï×Ó,·ò-ÆÞ,ÃÃ·ò-ÆÞ½ã,½ã·ò-ÃÃ·ò,½ã·ò-ÆÞµÜ,½ã-ÃÃ,½ã-µÜ,¹Ã-É©,¹ÃÄ¸-Ö¶Å®,¹ÃÄ¸-Ö¶×Ó,¹Ã¸¸-Ö¶×Ó,¹Ã±íÐÖ-¹Ã±íÃÃ,¹Ã±íÐÖ-¹Ã±íµÜ,¹Ã±í½ã-¹Ã±íÃÃ,¹Ã±í½ã-¹Ã±íµÜ,ÒÌÄ¸-ÍâÉû,ÒÌÄ¸-ÍâÉûÅ®,ÒÌ¸¸-ÍâÉû,ÒÌ±íÐÖ-ÒÌ±íÃÃ,ÒÌ±íÐÖ-ÒÌ±íµÜ,ÒÌ±í½ã-ÒÌ±íÃÃ,ÒÌ±í½ã-ÒÌ±íµÜ,ÆÅÆÅ-¶ùÏ±,ÔÀÄ¸-Å®Ðö,ÔÀ¸¸-Å®Ðö,¸ÉÂè-¸ÉÅ®¶ù,¸Éµù-¸É¶ù×Ó,Òì¸¸ÒìÄ¸ÐÖ-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸µÜ,µÜÏ±-²®,×å²®Êå-×åÖ¶,×å½ã-×åÃÃ,Ôø×æÄ¸-ÔøËïÅ®,Ôø×æÄ¸-ÔøËï×Ó,Ôø×æ¸¸-ÔøËïÅ®,Ôø×æ¸¸-ÔøËï×Ó,Ä¸-Å®,Ä¸-×Ó,¸¸-Å®,¸¸-×Ó,×æÏÈ-ºó´ú,×æÄ¸-ËïÅ®,×æÄ¸-Ëï×Ó,×æ¸¸-ËïÅ®,×æ¸¸-Ëï×Ó,¼ÌÐÖ-¼ÌÃÃ,¼ÌÐÖ-¼ÌµÜ,¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,¼Ì½ã-¼ÌÃÃ,¼Ì½ã-¼ÌµÜ,¼ÌÄ¸-¼ÌÅ®,¼ÌÄ¸-¼Ì×Ó,¼Ì¸¸-¼ÌÅ®,¼Ì¸¸-¼Ì×Ó,¼Ì×æÄ¸-¼ÌËïÅ®,¼Ì×æÄ¸-¼ÌËï×Ó,¼Ì×æ¸¸-¼ÌËïÅ®,¼Ì×æ¸¸-¼ÌËï×Ó,¾Ë¹«-ÉûËï,¾ËÄ¸-ÍâÉû,¾ËÄ¸-ÍâÉûÅ®,¾Ë¸¸-ÍâÉû,¾Ë¸¸-ÍâÉûÅ®,¾Ë¸¸-ÉûÅ®Ðö,¾Ë±íÐÖ-¾Ë±íµÜ,¾Ë±í½ã-¾Ë±íÃÃ,¾Ë±í½ã-¾Ë±íµÜ,±íÐÖ-±íµÜ,±í½ã-±íÃÃ,±í½ã-±íµÜ,±íÉ©-±íÐ¡Êå,¸ß×æÄ¸-ÐþËï,¸ß×æ¸¸-ÐþËï
×æ¸¸-ËïÅ®,0.012313281,-0.034045713,-0.217871223,-0.076756559,-0.3386615,-0.452470142,0.297143132,0.53181406,0.076706789,0.145623809,0.440586489,0.260944448,0.254222478,0.294529373,-0.291721455,-0.031436385,-0.420834004,-0.040335431,-0.123218609,-0.263996574,-0.233998875,0.250608208,-0.291356223,0.033941165,0.110160152,-0.300290921,0.184082557,0.023974725,-0.310482126,-0.363501852,-0.277942341,-0.250261958,-0.262078272,-0.480587922,-0.420242071,-0.150025428,-0.1068312,-0.269982705,0.086981092,0.023525633,-0.442404884,0.137394233,-0.082894588,0.31033482,0.241717085,0.008856122,0.244318326,0.190422472,0.294959109,-0.470882849,-0.170678154,-0.150013028,-0.146336602,-0.136787802,-0.220579136,-0.066250171,0.228044546,-0.227513528,-0.038146135,-0.139718827,-0.383241068,0.098407896,-0.052807158,0.543154264,0.284253848,0.313813389,-0.324329671,0.036664968,-0.019760699,-0.297624108,-0.237733189,-0.106599119,-0.125149965,0.280385364,0.275511816,-0.181048426,-0.149344416,0.047097162,0.028000038,0.463931428,-0.042472137,-0.025917257,0.406594859,0.111677148,0.422948337,-0.143841148,0.13641872,-0.075538922,0.112778324,0.429431612,0.459023038,0.435423309,1,0.41613238,-0.395917471,-0.36796449,0.419256523,-0.020731414,-0.503880569,-0.51684213,-0.28758958,-0.308667752,-0.331668276,-0.160974671,0.315882888,0.084189791,-0.021715079,0.177766686,-0.198851332,0.022027531,0.4881017,0.048034879,0.213342152,0.139751124,-0.276537492,0.004467206,0.201864739,-0.215306297,-0.105712538,-0.429335842,-0.371452529,0.506380108,0.385681544
×æ¸¸-Ëï×Ó,-0.162766551,0.196586897,-0.292588495,-0.505076846,-0.396338082,-0.000773924,-0.013807043,0.10192934,0.307831238,0.441316325,0.409722298,-0.329177995,-0.164069526,0.057497449,-0.28561299,0.530209394,0.184433499,-0.233504601,0.160763017,-0.611487224,-0.451755728,0.53487117,-0.612781751,0.011971874,0.30921461,-0.296971991,0.560015096,0.374209426,-0.370115734,-0.627919116,-0.654270212,-0.479603536,-0.76032697,-0.113175699,-0.577618164,0.007732376,0.487029276,-0.147615396,-0.196474886,0.418800699,-0.15460408,-0.081425072,0.186316235,0.724987099,0.091064047,0.515741172,0.634548702,0.222548631,0.306477416,0.053461753,-0.545934489,-0.450870448,0.082280977,0.418883731,0.260085674,0.176708147,0.465926196,0.068679566,-0.501906732,-0.594863278,-0.575494482,0.358422694,-0.023401032,-0.111169837,0.352521885,0.543894453,0.387398407,-0.260136087,0.163231971,-0.049642847,-0.395341526,-0.589636714,-0.592114751,0.434015583,0.373586007,-0.06191677,-0.195509187,0.205079998,-0.276306972,0.213319939,0.104142026,0.307332829,0.572241976,0.261909248,0.651424313,0.328149643,0.471995504,0.11614811,0.60005664,0.225947275,0.684307918,0.30929032,0.41613238,1,-0.80820266,0.029624645,0.053192369,-0.478106158,-0.47975533,-0.507666725,-0.478796885,-0.735573756,-0.59587705,-0.354074495,-0.127542829,-0.476706572,-0.598655171,0.353033035,-0.06418108,0.250620291,0.447676634,-0.104168034,0.247480651,0.085326894,0.172328397,0.253768615,0.29807464,0.427641679,0.410740547,0.181907776,0.12073115,-0.200428505,0.418425984
¼ÌÐÖ-¼ÌÃÃ,0.195147649,-0.161250988,0.293821474,0.678213181,0.436533302,-0.027614461,0.03408824,-0.310533324,-0.47451173,-0.239700469,-0.460463323,0.405357167,0.292352726,-0.146957397,0.299698849,-0.55991819,-0.300302444,0.174614475,-0.08101507,0.6154919,0.563285804,-0.622616249,0.571096036,-0.032085741,-0.305811236,0.317543946,-0.671189133,-0.380655924,0.504967394,0.724938442,0.712948554,0.557069183,0.781926889,0.162149359,0.677409378,-0.145723505,-0.524226276,0.357476482,0.072463009,-0.49060562,0.215108172,-0.002863501,-0.185181179,-0.779498972,-0.074714645,-0.62594239,-0.672176016,-0.358983284,-0.373177032,-0.073174208,0.685764779,0.530915248,-0.005281777,-0.410025526,-0.160563079,-0.1471614,-0.629100213,-0.115275147,0.682073907,0.630683263,0.770025269,-0.233953324,-0.064076339,0.121032337,-0.467920408,-0.492634276,-0.52210782,0.416934135,-0.224624077,0.06575087,0.299016242,0.742683748,0.67405529,-0.560451788,-0.376753038,-0.026873617,0.271890229,-0.278482286,0.319287766,-0.30596694,-0.116752838,-0.465937576,-0.514499911,-0.522312985,-0.616871179,-0.47833173,-0.390376493,-0.246640697,-0.623921061,-0.291274017,-0.780362412,-0.402359672,-0.395917471,-0.80820266,1,-0.021514426,-0.162327276,0.531270518,0.514409065,0.644408254,0.438959239,0.788399263,0.617145259,0.508764214,0.215899596,0.482112903,0.630323005,-0.486766257,0.129835363,-0.27334192,-0.313386917,0.060097062,-0.21172487,-0.022396063,-0.143823848,-0.277487433,-0.344505943,-0.49368016,-0.569787381,-0.194009039,-0.118614,0.163326114,-0.601254935
¼ÌÐÖ-¼ÌµÜ,-0.060356892,0.225536638,0.095368745,-0.24580345,-0.005318154,0.604122121,-0.155210068,-0.280945273,-0.024827548,0.133008683,-0.001136031,-0.337783193,-0.25053872,-0.03097249,0.010162746,0.226930005,0.423024024,-0.396320397,0.266328819,-0.063309514,-0.161470424,-0.142446025,-0.129558995,0.096310458,-0.184823671,-0.046144949,0.398274146,-0.122057518,0.09805154,-0.124270564,0.012528353,0.037555174,-0.050267608,0.576382542,-0.038938027,0.277729877,0.700771992,0.192662181,-0.065610539,0.480382791,0.186515485,-0.25650695,-0.128534505,0.147693476,-0.008850095,0.460376533,0.145260068,-0.049289037,0.24606149,0.304178119,-0.132842941,-0.026705953,0.031761293,0.39662679,0.434487989,-0.128828272,-0.193661652,-0.302684556,-0.188214115,-0.247873085,0.123804364,0.038862548,0.373313483,-0.362232189,0.154677606,0.004116008,0.623940484,-0.232230478,0.355152797,0.265742073,-0.297726858,-0.261612969,-0.171960942,-0.312939821,-0.152493946,0.191855774,-0.009775043,0.415330715,-0.110650144,-0.291299873,-0.160606498,-0.134344137,-0.109251488,-0.013875482,-0.130381167,0.008952589,0.01442828,0.275556267,0.178724741,-0.148920516,0.078280015,-0.10749753,-0.36796449,0.029624645,-0.021514426,1,0.002243423,-0.1471447,0.211859532,0.008482231,0.083401013,-0.157625683,-0.085558096,-0.285142896,-0.300133773,-0.149329808,-0.259575987,-0.216098519,-0.229212856,0.086462642,-0.117803957,-0.290398054,-0.12609048,0.04668597,0.228277666,0.106652937,0.090451487,0.734652835,0.091772481,0.136273981,0.737168329,-0.45636671,-0.204787813
¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,-0.062641257,0.001646618,0.000435652,-0.125176472,-0.288408045,-0.00647236,-0.009798272,0.561399238,-0.081785525,0.044393452,0.635022216,0.275626417,-0.112425945,-0.015201684,-0.317085597,-0.314268434,-0.149194069,-0.164204831,-0.193687755,-0.187496006,-0.337411085,0.039671895,-0.238816117,0.40525656,0.188905921,-0.158384288,0.178406111,-0.148224193,-0.374687528,-0.416710561,-0.26773706,-0.264961534,-0.048584612,-0.175233097,-0.269311123,0.054306254,-0.061793613,-0.493717724,0.26722036,0.124881976,-0.442391752,-0.051563794,0.021035221,0.079312963,0.0808452,-0.015765798,0.252849856,0.160041852,0.74638842,-0.366707029,-0.089266886,-0.046720807,0.012286193,-0.23314439,-0.361420136,-0.168277945,0.094612158,-0.382448481,0.054345509,-0.061758392,-0.2665082,-0.054304198,0.073317065,0.48029703,0.764982156,0.164199927,-0.146546348,0.131394303,0.238943361,-0.162568663,-0.146224325,-0.109912958,-0.096590128,0.172672008,0.160623378,0.110562661,-0.296376346,0.465396682,0.093199199,0.100040688,-0.182131588,-0.268113823,-0.197008178,0.013866725,0.172446129,-0.34793358,-0.200225084,-0.167738808,-0.076915794,0.07562115,0.316113753,0.041368488,0.419256523,0.053192369,-0.162327276,0.002243423,1,0.087792005,-0.146406105,-0.314747717,0.096825624,-0.162700085,-0.266563721,-0.131383483,0.211751645,0.080181584,0.032986185,-0.044180438,-0.211950873,-0.070944137,0.241356431,0.235558167,-0.031438489,-0.181059197,-0.160873365,0.342324508,0.124125444,-0.074809315,0.059120289,-0.509184026,-0.1517734,0.290924372,0.309949452
¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,0.204425489,-0.044707413,0.310005419,0.576537569,0.043504507,-0.145850385,-0.146977754,-0.006737065,-0.15073778,-0.183175191,-0.196237395,0.543882328,0.189810889,0.013416076,0.253643341,-0.452429783,-0.301899827,0.291603228,-0.194962126,0.410598674,0.377933895,-0.456318812,0.336776386,-0.064317673,0.071401777,0.217475308,-0.442812196,-0.505965326,0.305055931,0.365043506,0.503095376,0.094417289,0.485933564,-0.296773148,0.213194413,0.310550259,-0.407450409,0.131272472,0.22347554,-0.426619361,0.052669663,0.174656236,-0.13567763,-0.554690577,0.070129606,-0.463871532,-0.263273954,-0.119951852,0.04933856,-0.47711092,0.33142115,0.328773509,-0.166013847,-0.45769157,-0.221878143,-0.134755338,-0.494119027,-0.314844172,0.577712584,0.343209739,0.304365191,-0.504402362,-0.312980703,0.334948929,-0.292631191,-0.115852025,-0.470825184,0.06666592,-0.123601895,-0.061885471,0.309602598,0.530231989,0.54084257,-0.172794523,-0.263214699,0.004313116,0.091213749,-0.197732591,0.48770135,0.035508891,-0.133313029,-0.504893982,-0.315971974,-0.161503279,-0.102135169,-0.384483345,-0.121115623,-0.030301539,-0.289779196,-0.124133832,-0.368059832,-0.338139201,-0.020731414,-0.478106158,0.531270518,-0.1471447,0.087792005,1,0.062993388,0.374528463,0.429906266,0.583754682,0.49228523,0.402826004,0.138795931,0.317517714,0.39659934,-0.281919006,0.136712109,-0.156511162,-0.222049263,-0.065592599,-0.091062515,-0.273590483,-0.010245061,-0.118409591,-0.340261222,-0.504124435,-0.595907127,-0.278600892,-0.32150828,0.27844703,-0.381533556
¼Ì½ã-¼ÌÃÃ,0.176465196,-0.242247645,-0.057188322,0.028972884,0.268270266,0.145701384,0.031718774,-0.325181204,-0.363349666,-0.301975903,-0.233877063,0.210787776,-0.05147913,-0.040534026,-0.104511161,-0.167352203,0.289644133,-0.02586709,-0.203720479,0.382427369,0.226351964,-0.351818226,0.254320318,0.074783296,-0.112567224,-0.074498286,-0.36286845,0.027283779,0.328725132,0.37184904,0.550955743,0.432940207,0.477022719,0.225548513,0.347269275,-0.119289153,-0.117849248,0.304121525,0.353600028,0.066766859,0.057608078,-0.229292128,-0.191020352,-0.416507558,0.000143726,-0.294897526,-0.460374352,-0.344784119,-0.329272658,0.040149452,0.337130525,0.494776622,0.191829911,-0.078017001,0.227869545,0.160607167,-0.256313603,-0.157422736,0.300636166,0.523271906,0.421824712,0.189960322,0.185671853,-0.05093846,-0.326903608,-0.49874946,-0.163115702,0.282860597,0.170371594,0.069363483,0.373933826,0.108864962,0.192256951,-0.425554173,-0.098220672,0.407667653,0.232334333,0.137484851,-0.070961258,-0.335923884,0.050313311,-0.245629577,-0.47679895,-0.326409041,-0.577540934,-0.204092959,-0.198581622,-0.204662118,-0.348984948,-0.361154759,-0.51605344,-0.4146088,-0.503880569,-0.47975533,0.514409065,0.211859532,-0.146406105,0.062993388,1,0.338051004,0.202995074,0.29797443,0.136497001,0.032380783,0.186536974,0.055436651,0.266279084,-0.229359985,-0.170957342,-0.345253335,-0.247298777,-0.161850814,-0.082490712,0.105707808,0.083728238,-0.104765526,0.062350549,-0.049335366,-0.023767138,-0.162959963,0.003602911,-0.176099257,-0.184208564
¼Ì½ã-¼ÌµÜ,0.159286638,-0.18095441,0.265222127,0.600331997,0.409575724,0.101893344,-0.362105175,-0.383824826,0.04319266,-0.136018653,-0.60673956,0.003200409,0.084897725,-0.034141542,0.373743818,-0.30007165,0.125744815,0.372071284,0.062014141,0.569223436,0.385080762,-0.404797592,0.634488775,0.015837391,-0.114944928,0.477211127,-0.519463598,-0.448213605,0.571789135,0.680758716,0.435451023,0.297085711,0.57896259,0.148361382,0.565769982,-0.168431324,-0.356061577,0.324562072,-0.288142331,-0.396893144,0.594461606,0.044178909,0.246304527,-0.46310942,-0.43417516,-0.433409181,-0.449337856,-0.366807514,-0.503971751,0.344585744,0.412515664,0.279177286,0.012179089,-0.094053098,-0.099547069,-0.192105703,-0.492657178,0.217636505,0.393403804,0.16091143,0.612705697,-0.25063699,-0.001808364,-0.323297427,-0.347341323,-0.335425121,-0.211697471,0.026538006,-0.280688729,0.182759872,0.421354825,0.334834941,0.584128084,-0.473669727,-0.502159505,-0.200379275,0.024737069,-0.463661333,0.196854218,-0.411826633,-0.347565377,-0.099416424,-0.333999157,-0.15391014,-0.366365175,0.036979468,-0.116745396,0.071273886,-0.098279643,-0.275564006,-0.722855566,-0.448558084,-0.51684213,-0.507666725,0.644408254,0.008482231,-0.314747717,0.374528463,0.338051004,1,0.398360553,0.57960069,0.606708739,0.711089776,-0.142238159,0.299178213,0.112418895,-0.423998788,0.620948651,0.049104499,-0.387838938,-0.129307044,-0.379264083,-0.247691975,0.124887037,-0.401903581,-0.502445552,-0.25296138,-0.37205187,0.296534573,0.008542074,-0.3447967,-0.650529665
¼ÌÄ¸-¼ÌÅ®,-0.297481487,0.164588602,0.470053742,0.27826101,0.45197073,0.165810255,0.047258115,-0.009020934,-0.166193328,-0.299100066,-0.255997105,-0.045198002,-0.335703459,0.229021866,0.213795642,-0.274090456,0.064729041,0.07377143,0.015877813,0.497288163,0.413509128,-0.074752524,0.264469807,-0.266029151,-0.053478244,0.247081151,-0.071027398,-0.436885432,0.264244339,0.375538097,0.243704095,0.072809491,0.459940681,0.080006544,0.327690674,-0.032040544,-0.238109891,-0.247450687,0.03996527,-0.349193689,0.185517055,0.301336979,0.213977547,-0.169439442,0.089434489,-0.201138917,0.05575375,-0.162929963,-0.000177549,0.075623987,0.101050405,-0.128698344,-0.220142786,-0.005126766,-0.026398171,-0.368893458,-0.329004938,-0.193029132,0.249798744,0.10436275,0.366320332,-0.532692095,-0.047059077,-0.184263239,-0.088885542,-0.141748484,-0.117459984,-0.305289918,-0.274321619,-0.006838749,0.276959484,0.345791728,0.543085595,-0.227394981,-0.445330335,-0.063404473,-0.32785927,-0.193633504,0.254383327,-0.366243743,-0.455348603,-0.183233792,-0.484901992,0.040731742,-0.088531926,-0.077588809,0.026432572,0.341775039,0.099821897,-0.268272436,-0.175460889,-0.294409446,-0.28758958,-0.478796885,0.438959239,0.083401013,0.096825624,0.429906266,0.202995074,0.398360553,1,0.54149679,0.619093334,0.418115024,-0.059193286,0.291786072,0.264377306,-0.075902441,0.138540724,0.226689182,-0.493916181,0.224698419,0.16823113,0.149804864,-0.249123282,-0.383541214,-0.471052761,-0.337680537,-0.418611646,-0.144933737,-0.011373634,0.024828347,-0.229522813
¼ÌÄ¸-¼Ì×Ó,0.175986052,-0.21448019,0.325991194,0.594237351,0.49652991,-0.055693272,-0.011033005,-0.220660011,-0.388545698,-0.153894762,-0.460294244,0.402496093,0.227144179,-0.024739645,0.339907389,-0.510463324,-0.292822207,0.262082714,-0.05049178,0.783495993,0.533680815,-0.476348245,0.630437904,-0.18830831,-0.206695332,0.259761576,-0.506829947,-0.366367396,0.589671366,0.67988535,0.697408501,0.381519558,0.810739314,-0.141387557,0.579883996,-0.058685567,-0.529553814,0.268659497,0.036660619,-0.557601428,0.189583262,-0.029308331,-0.249952895,-0.758934982,-0.077786217,-0.518142732,-0.447050551,-0.271297454,-0.353140039,-0.191914002,0.551049366,0.376284912,-0.104461637,-0.501015124,-0.16605245,-0.18818164,-0.586848671,-0.076625152,0.629086623,0.470811165,0.534780804,-0.571158557,-0.184129709,0.080533014,-0.537861082,-0.497759611,-0.539707029,0.183984638,-0.294000307,-0.124526141,0.405118871,0.66388574,0.722928624,-0.425252713,-0.34518504,-0.034111048,0.190243443,-0.393285569,0.334693552,-0.279029805,-0.125550357,-0.419550057,-0.382299213,-0.325044852,-0.42085546,-0.382937777,-0.15845464,-0.010066611,-0.415752377,-0.249249109,-0.667585639,-0.376714687,-0.308667752,-0.735573756,0.788399263,-0.157625683,-0.162700085,0.583754682,0.29797443,0.57960069,0.54149679,1,0.674590458,0.606274443,0.122322406,0.542319979,0.534332944,-0.1779089,0.19155327,-0.231777005,-0.416635967,-0.005330519,-0.175654974,-0.067391051,-0.225710377,-0.266654888,-0.377870486,-0.578552644,-0.609785512,-0.198743421,-0.247006338,0.146979906,-0.485260857
¼Ì¸¸-¼ÌÅ®,-0.072654587,-0.04365508,0.386299193,0.607310027,0.415002573,0.000930494,-0.02411898,-0.168644055,-0.106282243,-0.37660017,-0.505856573,0.054843929,0.172810197,0.060387938,0.33590209,-0.414235783,-0.189476203,0.268482711,0.07598074,0.595018218,0.658698241,-0.164246048,0.433569343,-0.179859736,-0.157360094,0.208412368,-0.326452673,-0.374754575,0.417304111,0.632581804,0.36750456,0.171162775,0.535064897,0.066327773,0.465257699,-0.011092501,-0.493527984,0.080551294,-0.049639755,-0.535565411,0.231436931,0.123778892,0.037838459,-0.470118238,-0.000401169,-0.475613485,-0.271544463,-0.227013382,-0.293540497,0.065288478,0.423074991,0.170687301,-0.055124535,-0.308496155,-0.237535778,-0.319284,-0.461519946,0.058948717,0.461754914,0.279285418,0.471498085,-0.455849901,-0.267969759,-0.133091623,-0.41272054,-0.424890361,-0.273490823,-0.177192728,-0.460718692,-0.137528363,0.486288259,0.51948575,0.742402349,-0.195388768,-0.418487441,-0.1123993,0.1542978,-0.369000453,0.217805884,-0.29259313,-0.242295619,-0.254269878,-0.356710676,-0.084269929,-0.166378883,-0.16133009,-0.231448217,0.138036815,-0.154793119,-0.240384426,-0.490192243,-0.307826629,-0.331668276,-0.59587705,0.617145259,-0.085558096,-0.266563721,0.49228523,0.136497001,0.606708739,0.619093334,0.674590458,1,0.613093923,0.034098952,0.407217682,0.503467153,-0.178826317,0.251845256,-0.057144913,-0.374348672,0.051185157,-0.173873754,-0.019662621,-0.293994077,-0.452572192,-0.485024162,-0.513536824,-0.597611833,-0.027711296,-0.019871511,0.09478398,-0.388044496
¼Ì¸¸-¼Ì×Ó,-0.024130093,-0.178156448,0.243727595,0.56167795,0.439772442,-0.093206625,-0.128547212,0.014434787,-0.013568552,0.01897927,-0.443121128,0.230939115,0.12883663,-0.073668377,0.361553165,-0.345923753,-0.245807013,0.464635516,-0.09031987,0.463496008,0.509903122,-0.141187766,0.324340476,-0.154374199,-0.034252688,0.383876843,-0.348361909,-0.382948918,0.299988026,0.606376672,0.264344791,-0.016898501,0.486201864,-0.124824082,0.442569034,-0.340555713,-0.454369371,0.123465291,-0.348317501,-0.636481771,0.383090043,0.06009252,0.127011537,-0.449626969,-0.194377224,-0.437249623,-0.192129761,-0.230227298,-0.286495388,-0.006935276,0.157419812,-0.003992161,-0.052321752,-0.306753475,-0.110489279,-0.321157748,-0.460871817,0.195078466,0.451074573,0.113545652,0.458192545,-0.429082131,-0.279266261,-0.013172624,-0.2509717,-0.201883937,-0.448463085,-0.033209971,-0.514974297,-0.058853237,0.448055187,0.469388266,0.632174779,-0.265052627,-0.419635346,-0.232798203,0.035851172,-0.493283313,0.299908187,-0.134078377,-0.314586324,-0.116351508,-0.182163941,-0.003089864,-0.065278061,-0.036849952,0.040520068,0.206444954,0.060463718,-0.152489797,-0.411201386,-0.335239247,-0.160974671,-0.354074495,0.508764214,-0.285142896,-0.131383483,0.402826004,0.032380783,0.711089776,0.418115024,0.606274443,0.613093923,1,-0.025803776,0.265227197,0.250904617,-0.235466733,0.542178726,-0.009402288,-0.420169664,0.267405428,-0.195498956,-0.14955692,-0.145012457,-0.412230414,-0.438629089,-0.552992717,-0.557199804,0.190760741,-0.174291884,-0.013832664,-0.500407605
¼Ì×æÄ¸-¼ÌËïÅ®,0.259537732,0.014080356,0.171225735,0.249285307,0.041360717,-0.493078081,0.245639732,0.006742817,-0.531432754,-0.265930393,0.227467423,0.4706842,0.291888407,0.172744001,-0.227016399,-0.382764749,-0.471908301,-0.277359093,-0.095152506,0.120986796,0.23448588,-0.172509918,0.070951664,0.054069362,-0.066160976,-0.080082669,-0.111787001,0.250803688,-0.008617747,0.091217853,0.258847217,0.035249724,0.197822443,-0.208169737,0.008695992,-0.160031682,-0.534144264,-0.091521175,0.239302977,-0.284965661,-0.478685409,-0.022673256,-0.555276061,-0.233973801,0.13230918,-0.415429681,-0.275967136,-0.007860673,0.036187725,-0.55289494,0.485732052,0.223253861,0.132971097,-0.346581336,-0.494823458,0.045484634,-0.061920737,-0.298085905,0.391522605,0.41972884,0.174623739,0.036588566,-0.311143726,0.639475942,-0.046511768,-0.113634763,-0.501498371,0.313645603,-0.062528727,-0.174212851,0.017698272,0.12616454,0.124599889,0.054768726,0.203849596,0.135998054,0.00364888,0.205256196,0.160853374,0.131909208,0.16194527,-0.419078999,-0.117456359,-0.322850524,-0.12878486,-0.568541495,-0.376235347,-0.349895968,-0.547370406,0.131132576,-0.030598816,-0.048771324,0.315882888,-0.127542829,0.215899596,-0.300133773,0.211751645,0.138795931,0.186536974,-0.142238159,-0.059193286,0.122322406,0.034098952,-0.025803776,1,0.333013596,0.614784685,-0.081867543,-0.399307376,-0.468218551,0.46518489,0.141509929,0.025865514,0.137317099,-0.290853351,-0.054863426,0.185677999,-0.418745108,-0.190261266,-0.681394533,-0.446138449,0.571279092,0.12943624
