Column1,·ò-ÆÞ,¸¸-×Ó,¸¸-Å®,Ä¸-×Ó,Ä¸-Å®,ÐÖ-µÜ,ÐÖ-ÃÃ,½ã-µÜ,½ã-ÃÃ,×æ¸¸-Ëï×Ó,×æ¸¸-ËïÅ®,×æÄ¸-Ëï×Ó,×æÄ¸-ËïÅ®,Íâ×æ¸¸-ÍâËï×Ó,Íâ×æ¸¸-ÍâËïÅ®,Íâ×æÄ¸-ÍâËï×Ó,Íâ×æÄ¸-ÍâËïÅ®,Ôø×æ¸¸-ÔøËï×Ó,Ôø×æ¸¸-ÔøËïÅ®,Ôø×æÄ¸-ÔøËï×Ó,Ôø×æÄ¸-ÔøËïÅ®,¸ß×æ¸¸-ÐþËï,¸ß×æÄ¸-ÐþËï,ÍâÔø×æ¸¸-ÍâÔøËï,ÍâÔø×æÄ¸-ÍâÔøËï,×æÏÈ-ºó´ú,²®¸¸-Ö¶×Ó,²®¸¸-Ö¶Å®,²®Ä¸-Ö¶×Ó,²®Ä¸-Ö¶Å®,Êå¸¸-Ö¶×Ó,Êå¸¸-Ö¶Å®,ÊåÄ¸-Ö¶×Ó,ÊåÄ¸-Ö¶Å®,¹Ã¸¸-Ö¶×Ó,¹Ã¸¸-Ö¶Å®,¹ÃÄ¸-Ö¶×Ó,¹ÃÄ¸-Ö¶Å®,¾Ë¸¸-ÍâÉû,¾Ë¸¸-ÍâÉûÅ®,¾ËÄ¸-ÍâÉû,¾ËÄ¸-ÍâÉûÅ®,ÒÌ¸¸-ÍâÉû,ÒÌ¸¸-ÍâÉûÅ®,ÒÌÄ¸-ÍâÉû,ÒÌÄ¸-ÍâÉûÅ®,ÌÃÐÖ-ÌÃµÜ,ÌÃÐÖ-ÌÃÃÃ,ÌÃ½ã-ÌÃµÜ,ÌÃ½ã-ÌÃÃÃ,±íÐÖ-±íµÜ,±íÐÖ-±íÃÃ,±í½ã-±íµÜ,±í½ã-±íÃÃ,¹Ã±íÐÖ-¹Ã±íµÜ,¹Ã±íÐÖ-¹Ã±íÃÃ,¹Ã±í½ã-¹Ã±íµÜ,¹Ã±í½ã-¹Ã±íÃÃ,¾Ë±íÐÖ-¾Ë±íµÜ,¾Ë±íÐÖ-¾Ë±íÃÃ,¾Ë±í½ã-¾Ë±íµÜ,¾Ë±í½ã-¾Ë±íÃÃ,ÒÌ±íÐÖ-ÒÌ±íµÜ,ÒÌ±íÐÖ-ÒÌ±íÃÃ,ÒÌ±í½ã-ÒÌ±íµÜ,ÒÌ±í½ã-ÒÌ±íÃÃ,ÔÀ¸¸-Å®Ðö,ÔÀÄ¸-Å®Ðö,¹«¹«-¶ùÏ±,ÆÅÆÅ-¶ùÏ±,¾Ë¸¸-ÉûÏ±,¾Ë¸¸-ÉûÅ®Ðö,²®¸¸-Ö¶Ï±,²®¸¸-Ö¶Å®Ðö,½ã·ò-ÆÞµÜ,ÃÃ·ò-ÆÞÐÖ,ÃÃ·ò-ÆÞ½ã,Êå-É©,¹Ã-É©,µÜÏ±-²®,ÐÖÆÞ-µÜÆÞ,½ã·ò-ÃÃ·ò,Ç×¼Ò-Ç×¼Ò,´Ó×æ¸¸-´ÓËï×Ó,´Ó×æ¸¸-´ÓËïÅ®,´Ó×æÄ¸-´ÓËï×Ó,´Ó×æÄ¸-´ÓËïÅ®,´Ó×æ¹Ã-´ÓÖ¶Ëï,ÔÙ´ÓÐÖ-ÔÙ´ÓµÜ,Èý´ÓÐÖ-Èý´ÓµÜ,ÌÃ²®-ÌÃÖ¶,±íÊå-±íÖ¶,×å²®Êå-×åÖ¶,×åÐÖ-×åµÜ,×å½ã-×åÃÃ,ÌÃ×æ¸¸-ÌÃÖ¶Ëï,ÌÃ×æÄ¸-ÌÃÖ¶Ëï,ÌÃ½ã·ò-ÌÃÄÚµÜ,±íÉ©-±íÐ¡Êå,Òö²®Êå-ÒöÖ¶,¾Ë¹«-ÉûËï,ÒÌÆÅ-ÒÌÉûËï,¼Ì×æ¸¸-¼ÌËï×Ó,¼Ì×æ¸¸-¼ÌËïÅ®,¼Ì×æÄ¸-¼ÌËï×Ó,¼Ì×æÄ¸-¼ÌËïÅ®,¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,¼ÌÍâ×æ¸¸-¼ÌÍâËïÅ®,¼ÌÍâ×æÄ¸-¼ÌÍâËï×Ó,¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,¼Ì¸¸-¼Ì×Ó,¼Ì¸¸-¼ÌÅ®,¼ÌÄ¸-¼Ì×Ó,¼ÌÄ¸-¼ÌÅ®,¼ÌÐÖ-¼ÌµÜ,¼ÌÐÖ-¼ÌÃÃ,¼Ì½ã-¼ÌµÜ,¼Ì½ã-¼ÌÃÃ,Ñø¸¸-Ñø×Ó,Ñø¸¸-ÑøÅ®,ÑøÄ¸-Ñø×Ó,ÑøÄ¸-ÑøÅ®,Òå¸¸-Òå×Ó,Òå¸¸-ÒåÅ®,ÒåÄ¸-Òå×Ó,ÒåÄ¸-ÒåÅ®,¸Éµù-¸É¶ù×Ó,¸Éµù-¸ÉÅ®¶ù,¸ÉÂè-¸É¶ù×Ó,¸ÉÂè-¸ÉÅ®¶ù,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸µÜ,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸µÜ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸µÜ,Òì¸¸ÒìÄ¸ÐÖ-Òì¸¸ÒìÄ¸µÜ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸ÐÖ-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸µÜ
ÃÃ·ò-ÆÞ½ã,-0.09965025,-0.138982131,-0.103387755,-0.142298819,-0.04664734,-0.191537964,-0.117030318,-0.258030698,-0.160199561,-0.30146577,-0.168306419,-0.283383457,-0.132881271,-0.252902592,-0.258628309,-0.310951869,-0.12193946,-0.149411239,-0.191110178,-0.154028943,-0.016976704,0.064699558,-0.029223381,-0.082709823,-0.127925342,-0.311829301,-0.132445986,-0.114720654,0.067292871,-0.086368053,-0.198510902,-0.180608324,-0.193380633,-0.012759482,-0.001323595,0.009010833,0.018514503,0.099901949,0.033110678,-0.044520032,0.22654709,0.182652998,0.166800195,0.143199076,0.14871469,0.215010974,0.074726833,0.302479514,0.205380638,0.086329424,0.010939592,0.29095234,-0.084206967,-0.02420614,0.14910363,0.174072004,-0.037018739,0.020796867,-0.048860501,-0.113369591,0.073157957,0.02812239,-0.151575306,0.288547995,0.034244058,0.159785299,-0.046878516,-0.119381179,0.152536472,-0.022511741,0.199750189,0.1168582,0.178479157,0.053229718,0.422198638,0.497726714,1,0.236793079,0.242249495,0.457578452,0.010206758,0.198560158,-0.066746695,-0.349104884,-0.257830166,-0.059754756,-0.147470361,-0.066893923,0.023506605,-0.016426689,0.089458615,0.131900313,0.137119932,0.246293075,0.271869508,0.162655189,0.101686227,0.330919972,0.265976825,0.181552473,0.239653643,0.093408661,0.074111555,-0.027130771,-0.045260497,-0.086592269,-0.2168218,-0.289203116,-0.231154423,-0.135970086,-0.195672487,-0.130759638,-0.075845714,-0.131343559,-0.157837676,0.260829361,0.24421442,0.190375004,-0.00278172,0.019624345,-0.035718047,-0.063733076,-0.008919662,-0.099188835,-0.192655412,-0.041089881,0.032856287,0.12375498,0.076760036,0.17602226,0.066291339,0.042269648,0.1543709,0.047136724,0.050179605,0.053906897,0.059071754,0.001187605,-0.062762259,0.057346654,-0.099325271,-0.132261883
Êå-É©,0.274971281,0.054792757,0.203197456,0.033825034,0.041130126,-0.027645134,-0.019636737,0.000418163,-0.046479198,-0.115705897,0.095282913,-0.003621953,-0.061213993,0.006610269,0.041091377,0.051348715,-0.053855846,-0.119913424,0.097156435,-0.011951294,-0.022107969,-0.117193993,-0.214538343,-0.225919785,-0.232904136,-0.262468008,-0.130742818,-0.155049954,-0.351946122,-0.279618434,-0.119077952,-0.093900842,-0.089432132,-0.200098954,-0.108404362,0.173642185,0.354272347,0.133316247,-0.065294154,0.135884679,0.285829068,-0.050135026,0.150498906,-0.041643276,0.098092396,0.11519274,0.277689626,0.181962464,0.144995978,0.090945643,0.097129503,0.086481057,0.054702787,0.153647766,0.11942812,0.141819383,-0.14006935,-0.129473059,0.170549632,-0.263137195,-0.217542478,-0.226100719,-0.302914924,0.027019442,-0.192900321,-0.012285907,0.077556344,-0.05139053,0.367321671,0.194002652,0.24487835,0.093337547,0.37691653,0.187621852,0.230801948,0.356560506,0.236793079,1,0.614774649,0.488280026,0.094946971,-0.074515946,0.112436912,-0.250672282,-0.311911384,-0.133864375,-0.385711241,-0.198634111,-0.002903385,-0.156973102,0.343239311,0.083233072,0.105611558,0.05946459,0.252072395,0.035580545,0.090629263,0.115015746,0.331053745,0.05587265,0.241408551,-0.048433446,-0.100277724,-0.141283922,-0.099376831,-0.307762846,-0.457151718,-0.309572103,-0.341684355,-0.323532272,0.003579689,-0.026683381,0.018355214,-0.017268565,0.000400454,0.285367728,0.153467072,0.127230675,-0.012175933,0.0101386,-0.017987405,0.081452178,-0.097844702,-0.040067345,-0.161374085,-0.09375691,-0.175314613,-0.033998135,0.002756241,0.073103898,-0.037362827,-0.001546107,0.009579825,0.101973795,-0.052141699,-0.176200434,-0.157693595,-0.116240187,-0.179564579,-0.098546269,-0.225639566,-0.153924739
¹Ã-É©,0.357957504,0.203442745,0.193287153,0.257749448,0.273923085,0.015453708,-0.121979744,-0.017489273,0.026703216,-0.134118509,0.114934075,-0.058532496,-0.004405065,0.035529113,-0.006560984,0.102624845,0.016439753,-0.144382375,0.028671379,0.091314687,-0.094339919,-0.171212588,-0.120967815,-0.272674721,-0.073515759,-0.204738634,-0.293531999,-0.272581424,-0.176411778,-0.238772553,-0.304346714,-0.187321232,-0.20358795,-0.234219922,-0.23506772,0.093339635,0.148174295,0.22306985,-0.093311137,0.327939082,0.262458492,-0.032584301,0.139395053,0.081487618,0.136844494,0.218526792,0.105269715,-0.143661496,0.023175663,-0.038124902,-0.030824664,-0.045214108,-0.010613517,-0.039483396,-0.090872068,-0.00729844,-0.229938046,-0.15920906,0.040297449,-0.326369894,-0.248201897,-0.295419061,-0.375717735,-0.038342277,-0.234403118,-0.04304679,0.138173754,0.114437758,0.475954843,0.443780168,0.251208399,0.0971288,0.222903482,0.093563787,0.179726861,0.182571903,0.242249495,0.614774649,1,0.381835634,0.094176211,-0.086409348,0.088957691,-0.355174087,-0.287641377,-0.179640136,-0.402581643,-0.253987671,-0.200142388,-0.322699536,0.227928842,-0.010268752,-0.004260138,-0.101399423,0.182299871,-0.023736324,0.029624768,0.200609855,0.147070976,0.100584825,0.139663184,-0.009594638,-0.075724869,-0.078729314,0.030705072,-0.309862083,-0.410393809,-0.260568925,-0.219960478,-0.256947122,0.121293308,0.178639305,0.31468622,0.13881389,-0.041775263,0.331401349,0.192058858,0.127462953,0.050822863,0.167972569,-0.005321914,0.224610718,-0.095933378,0.020565736,-0.107188949,0.069143746,-0.024933638,0.137001491,0.18341006,0.171695543,-0.073174122,0.128878672,-0.024987667,0.226499505,-0.052751542,-0.106547863,-0.200437818,-0.238079978,-0.203498625,-0.09296148,-0.171152067,-0.264621567
µÜÏ±-²®,0.030896291,0.091191346,-0.042746414,-0.023386213,-0.01622956,0.021013387,-0.02255633,-0.137290093,-0.269431797,-0.133528095,-0.102576633,-0.072140955,-0.183520749,0.13630163,-0.142914087,-0.144686557,-0.124726004,-0.11631479,-0.182966186,-0.006189111,-0.138191897,0.058408835,-0.097243192,-0.103834229,-0.070360264,-0.246730416,-0.038533232,-0.153384425,-0.16661835,-0.240944376,-0.126540011,-0.094690938,-0.177778156,-0.200690746,-0.083569775,-0.031830711,0.085225372,-0.08420725,0.290989179,0.107841419,0.400083217,0.063352543,0.281010679,0.185405067,0.1621357,0.131905464,0.280629337,0.344614861,0.194780672,0.061854293,0.009349249,0.114112946,0.089685725,-0.164279529,0.164484676,-0.012445186,-0.200586294,-0.221976174,0.146213837,-0.231241283,-0.219153373,-0.334036614,-0.286474074,-0.067744256,-0.221139514,0.122522711,0.207596928,-0.120538477,0.410180726,0.12195318,0.380732042,0.273255362,0.368189483,0.219935335,0.33309398,0.489320679,0.457578452,0.488280026,0.381835634,1,-0.002270956,-0.092292861,0.041227048,-0.235946587,-0.184797773,0.062563695,-0.351843456,-0.109338451,0.12543882,0.047514005,0.307637853,0.117285872,0.289520484,0.310325065,0.126506747,0.157993136,0.210371043,0.356259853,0.202078729,0.364250453,0.309465871,0.015634391,-0.010319018,-0.051059755,0.032028504,-0.249895994,-0.294323578,-0.319078026,-0.275116707,-0.363234838,-0.199566419,-0.00557914,-0.125301872,-0.098254795,-0.040456378,0.094636496,0.107410705,0.193403277,-0.037331493,-0.107562965,-0.093753231,-0.043840828,0.019771401,-0.014203556,-0.167666582,-0.135000257,-0.103131961,-0.010539894,-0.100818446,-0.056790956,0.143463714,-0.105614117,0.034802609,0.104335215,0.102838389,-0.124700871,-0.156583368,-0.060760319,-0.14575346,-0.173741089,-0.278975818,-0.277643631
ÐÖÆÞ-µÜÆÞ,0.087410756,-0.159045605,-0.180228921,-0.145628576,-0.146869578,0.111881108,-0.001210776,0.146032366,0.05034119,-0.0130853,-0.120939338,-0.044111275,-0.043948198,-0.100696755,-0.117820578,-0.091175883,-0.18536946,-0.088359049,-0.137716895,-0.174538764,-0.212734761,-0.140173384,-0.090307037,-0.225383771,-0.198087466,0.07631036,-0.097226356,-0.00686666,0.027364103,-0.025213984,0.160478558,0.152622604,0.322779137,0.150631621,0.056902383,-0.109798547,-0.064821298,-0.059414076,-0.146830679,-0.109052585,-0.156284808,-0.220491465,-0.205501739,-0.280516009,-0.265399537,-0.230002865,-0.131179621,-0.214395921,-0.177457424,-0.237261968,0.030339311,-0.086076547,-0.023733611,0.123780513,0.032390963,0.118778547,0.112307046,0.19563022,0.063591912,0.027564415,0.104357795,0.163423493,0.208691633,0.099352526,0.031789774,-0.109725168,0.0010737,0.125659207,-0.01632987,0.096124282,-0.070493104,-0.112563357,-0.102709435,-0.066172922,0.003731948,0.010994806,0.010206758,0.094946971,0.094176211,-0.002270956,1,0.258540342,0.291257884,0.231797154,0.095715755,-0.118774567,0.044350719,0.18569603,0.020270943,0.155822666,-0.064501389,-0.149829117,-0.056826566,0.00123614,0.010254048,-0.073043993,-0.075272668,0.018568575,-0.030176286,-0.107840654,-0.173132846,-0.114408018,-0.233206161,-0.206546404,-0.076724176,0.08952468,0.15291151,0.079671245,0.170762556,0.1754561,0.071534997,0.009330578,0.077837661,0.271968087,0.154046064,-0.150294369,-0.082174395,-0.20798088,-0.194850279,-0.158220846,-0.144390843,-0.036519489,-0.086472951,-0.069966734,-0.031255005,-0.071948041,0.048259924,0.019272882,0.034719548,0.185346804,-0.046003284,-0.000175942,-0.018953922,-0.01031873,-0.020841549,0.155946743,0.066882476,0.212941746,0.125925435,0.066577888,0.240445092,0.316209585
½ã·ò-ÃÃ·ò,-0.044977421,-0.210432247,-0.171555098,-0.231517565,-0.154880457,0.056527884,-0.036763825,-0.053501075,0.022674903,-0.244818781,-0.254822378,-0.378180352,-0.258149207,-0.327577849,-0.291264463,-0.212430055,-0.198340703,-0.182759835,-0.149414399,-0.186802674,-0.103368441,-0.12873793,-0.210701808,-0.15286146,-0.302104155,-0.107144572,-0.021579613,-0.113827588,0.232901151,0.004400667,0.15989765,-0.058543005,0.258735306,0.138031073,0.238982394,0.201385713,-0.04071424,0.037752475,0.01120986,-0.127667897,0.118242036,0.039157582,0.068680831,-0.096656121,0.127550747,-0.124778637,0.052075584,-0.044942074,-0.069149263,0.041042822,0.362489922,0.127349057,-0.086485394,0.146982124,0.104045054,0.341277656,0.238353811,0.290668538,0.257429429,0.172536126,0.41602215,0.503572538,0.40595086,0.338941294,0.286044988,0.074448066,0.065631964,-0.068658269,-0.10721086,-0.146956163,0.039145228,0.011508677,0.006979459,-0.000446122,0.320155056,0.111893512,0.198560158,-0.074515946,-0.086409348,-0.092292861,0.258540342,1,0.146491858,0.079000065,-0.024286619,-0.139406386,0.038020049,0.014350972,0.110115111,0.050577233,-0.136186319,0.169082619,-0.193654066,-0.050594373,0.021591556,-0.03969678,-0.139183511,0.244555713,0.137467395,-0.045151449,-0.015286686,-0.129026152,-0.17717217,-0.163007837,-0.181763313,0.244384918,0.054544395,-0.056872807,0.005055401,0.042851232,0.045507938,-0.077759807,-0.16702357,-0.050454452,-0.074934914,-0.040070249,-0.04918827,-0.264288899,-0.11723449,-0.202986631,-0.219928111,-0.321860709,-0.057327885,-0.203996158,-0.154254685,0.033637286,0.06688709,0.120914998,0.008369304,0.26694529,0.002652775,-0.086796607,-0.031831767,-0.14099508,-0.011009456,0.123918582,0.069004382,0.065611701,0.077842287,0.036894115,0.234219465,0.146618535
Ç×¼Ò-Ç×¼Ò,0.235635855,0.083402423,-0.061459474,0.008526454,-0.119368863,0.337414176,0.174099477,-0.042600049,0.046681727,0.164991892,0.153429689,0.055303119,-0.11059289,0.086874398,0.031292094,0.13677131,-0.104646538,0.252544665,-3.25E-05,0.036744194,-0.022835297,0.110082491,-0.194533035,-0.092916909,-0.205525268,0.343578282,-0.065411047,-0.2165067,-0.120137334,-0.280046908,0.227614801,-0.037927938,0.18680102,-0.234487686,-0.070614349,-0.07290344,0.187791033,-0.195509121,0.036962546,0.023113751,0.036621113,-0.376123217,-0.323190794,-0.403585091,-0.197028711,-0.127833706,-0.059648317,-0.153495263,-0.443717551,-0.342507267,0.138627332,-0.306888875,-0.161280278,-0.059430152,-0.145215327,0.206123705,-0.03983062,0.073414205,0.138840293,-0.047019001,0.095268385,0.003811341,0.054183804,-0.149078702,-0.133555844,0.106764832,0.30478217,0.170124968,0.119031236,0.094277117,0.207077122,0.158773823,0.025974976,-0.025637394,-0.08104943,0.039435838,-0.066746695,0.112436912,0.088957691,0.041227048,0.291257884,0.146491858,1,0.427362811,-0.093332615,-0.11451889,-0.10179797,0.147882532,0.061307344,0.074154051,0.296763678,-0.104523576,0.121960905,-0.035419457,-0.198555347,0.15341497,0.140352958,0.049799103,0.0599769,0.224273635,0.107636329,-0.027983428,-0.247825964,-0.328281237,-0.213494644,0.194815331,-0.004773128,-0.212497781,0.054523514,-0.103074645,0.074695583,-0.061430189,-0.037016189,-0.065334396,0.15787987,-0.158686338,-0.198045388,-0.356206399,0.177949168,-0.064903437,0.083272298,-0.057529414,0.294503987,-0.065805624,0.168735187,0.136727936,0.007809557,0.023002248,0.076929075,0.065239108,-0.096055671,-0.249055085,-0.453631089,-0.286139705,-0.113491259,-0.167063887,-0.259443768,-0.033242001,-0.094393636,-0.278912178,-0.043837893,0.020344762
´Ó×æ¸¸-´ÓËï×Ó,-0.146155451,-0.171275319,-0.272019982,-0.197375511,-0.362236602,0.157254068,0.109748843,-0.000172163,-0.034472327,0.312112496,-0.030354257,0.1230205,-0.111744121,0.209942862,-0.016094062,0.00772472,-0.201459501,0.268848509,-0.013420438,-0.051068536,0.002572907,0.153148682,0.096633415,0.203032901,-0.042527272,0.40017296,0.28423358,0.144646243,0.113403493,-0.036416977,0.401182546,0.243816442,0.345341049,0.003942494,0.143565448,-0.074391371,-0.060348938,-0.332146427,-0.049163804,-0.277517838,-0.310787969,-0.370945222,-0.385477427,-0.367197788,-0.372779133,-0.346803125,-0.139614509,-0.089168191,-0.266401051,-0.310334096,0.041329961,-0.210225175,-0.068256777,-0.049976887,-0.016384833,0.061569897,0.121083853,0.119602582,-0.047626401,0.179031331,0.208168213,0.173354857,0.387496066,-0.110276802,0.064366693,-0.02964074,0.012170092,0.018461787,-0.212815871,-0.151072894,-0.058069591,-0.081233682,-0.033972905,-0.063358532,-0.40857572,-0.232598295,-0.349104884,-0.250672282,-0.355174087,-0.235946587,0.231797154,0.079000065,0.427362811,1,0.445203463,0.298427525,0.382922285,0.461894949,0.156612392,0.322594617,-0.009105857,-0.168647358,0.109939988,-0.0223106,-0.286051662,0.216953164,0.19596467,-0.084217762,-0.092478577,0.056941743,-0.131210579,-0.095118975,-0.060224438,-0.117633493,-0.080882154,0.304815591,0.381317138,0.208899935,0.268108969,0.225273315,-0.049440979,-0.069463678,-0.151484612,-0.064823605,0.075902666,-0.3767943,-0.353939896,-0.408273344,-0.115596975,-0.243026046,-0.076187127,-0.145553283,0.09544661,-0.030835717,0.100695309,-0.033511069,-0.060841796,-0.135895404,-0.06732243,-0.164375021,-0.029543223,-0.156073983,-0.210211984,-0.349682026,-0.141157505,-0.000877729,0.141986716,0.145584814,0.143794076,-0.079648954,0.195045545,0.183986093
´Ó×æ¸¸-´ÓËïÅ®,-0.191277556,-0.122813504,-0.117486452,-0.082887653,-0.195910314,-0.218227369,0.061145592,-0.057791236,-0.243099764,0.100144357,-0.089555785,0.109706371,0.064736461,0.123512067,0.034849417,-0.094683071,0.029875606,0.044104458,-0.043882916,0.038438012,-0.105283347,-0.043859597,0.222111361,0.034672604,0.105774324,0.012734398,0.1269793,0.311633577,0.109721677,0.143650655,0.144033705,0.228629774,0.170989576,0.170362638,-0.090433615,-0.161396594,-0.31190216,-0.292733632,-0.169245131,-0.136398628,-0.314215498,0.086302744,-0.199810494,0.141923627,-0.249717251,-0.177260068,-0.366933171,0.016980644,0.099732129,-0.21702904,-0.126950014,0.078992446,0.191767749,-0.236814317,0.10182023,-0.117699602,0.161426693,0.03539507,-0.31611937,0.33612465,0.030758462,0.137821405,0.320311219,0.026586386,0.165734816,-0.126724986,-0.141314731,-0.040801368,-0.146495081,-0.138110638,-0.127689365,-0.154926322,0.125949438,-0.134623584,-0.35378384,-0.111377057,-0.257830166,-0.311911384,-0.287641377,-0.184797773,0.095715755,-0.024286619,-0.093332615,0.445203463,1,0.42361104,0.717036104,0.326914178,-0.118055636,0.08298243,-0.287825679,-0.319458018,-0.077034523,-0.012162523,-0.134783527,0.051195575,0.135082441,-0.121455857,-0.273134551,0.009456018,-0.302554159,-0.20039656,0.035972803,0.373904189,0.128576998,0.28010278,0.455251219,0.496254878,0.321342129,0.279902788,-0.109495048,0.102547016,-0.064877353,0.05404217,-0.219045609,-0.395246129,-0.312600555,-0.211367349,-0.292384592,-0.070384118,-0.244727441,-0.013310121,-0.145512411,0.138664831,-0.064495101,-0.031353377,-0.063477722,0.003246041,-0.139386679,-0.071243547,-0.006277264,0.047771545,0.222460632,-0.15354652,-0.146452793,0.166860487,0.302869944,0.074763497,0.041529911,0.012674642,0.189679551,0.106626841
´Ó×æÄ¸-´ÓËï×Ó,-0.325516408,-0.140924409,-0.27710146,-0.248989476,-0.318292155,-0.259344443,-0.227140161,-0.30416488,-0.317966411,0.052876528,-0.019723809,0.138028116,-0.050165802,0.263450205,-0.110020469,-0.086930325,-0.078890022,0.199253483,0.016491942,0.131120592,0.195657798,0.289332306,0.368330019,0.300495007,0.256727146,0.041695011,0.274323333,0.035515711,0.150635343,0.103979417,0.169999217,0.074145347,-0.029784555,-0.031735938,0.094681286,0.099438333,-0.086312044,-0.13279247,0.004180287,-0.261720965,-0.117951898,-0.092170833,-0.088844808,-0.012280905,-0.123532045,0.006389768,-0.075396974,0.070511202,0.164870416,-0.073405853,-0.013010088,0.006750709,-0.002121432,-0.219434423,0.205550656,-0.039440746,-0.061401133,-0.151806613,-0.287797459,-0.060855654,0.013924815,-0.080776071,0.120005761,-0.136629466,0.076550605,-0.003363636,-0.184366622,-0.188135024,-0.077266801,-0.17240904,0.219605095,0.171721524,0.209328282,0.005453423,-0.200505262,0.036197412,-0.059754756,-0.133864375,-0.179640136,0.062563695,-0.118774567,-0.139406386,-0.11451889,0.298427525,0.42361104,1,0.456639212,0.419316378,0.146253021,0.262809294,0.092505183,0.049899558,0.219916619,0.228915665,-0.014526485,0.392190259,0.450173859,0.081982151,0.128467419,0.198207248,0.130578323,0.094121382,0.192099734,0.104037859,0.149653981,0.222042659,0.312150786,0.101145836,0.127601864,0.114259169,-0.300633838,-0.16573155,-0.169732884,-0.280101448,-0.192383142,-0.149275161,-0.146452515,-0.09513032,-0.25239086,-0.296106832,-0.19690887,-0.224273271,-0.104067753,-0.006986098,-0.203716826,-0.183762534,0.020827227,-0.027845874,-0.018282021,-0.268769638,0.042134657,-0.066338235,0.036442006,-0.154376796,-0.213455525,0.011555734,0.14828766,-0.063245899,0.026386773,-0.04634908,-0.018644956,-0.089065851
´Ó×æÄ¸-´ÓËïÅ®,-0.299503004,-0.28082778,-0.231016547,-0.273752107,-0.222502158,-0.270420854,0.022907025,-0.094848373,-0.162089218,0.050122104,-0.042895221,0.107856957,0.18345097,0.049701516,-0.027188285,-0.169801518,0.090390835,0.11030206,0.096857954,0.04779646,0.084886957,0.002489801,0.307222214,0.144830959,0.175274272,0.059898794,0.091326875,0.291866739,0.117373078,0.232417997,0.173062267,0.204602817,0.112099596,0.280189502,0.065771552,-0.131333163,-0.288162586,-0.166863928,-0.235481806,-0.301449463,-0.34531162,0.078779957,-0.201346261,0.040614248,-0.294410902,-0.07326611,-0.359811395,0.002955714,0.046284485,-0.121752982,-0.080636254,0.144512666,0.09778846,-0.065467056,0.139932848,0.007300996,0.236031237,0.123768927,-0.386147885,0.312910103,0.177865634,0.330944659,0.390054762,0.114317459,0.270658554,-0.029543061,-0.273478195,-0.048661702,-0.282243398,-0.25105874,-0.150820836,-0.156861033,-0.001076007,-0.202304863,-0.367929421,-0.217232957,-0.147470361,-0.385711241,-0.402581643,-0.351843456,0.044350719,0.038020049,-0.10179797,0.382922285,0.717036104,0.456639212,1,0.512637208,-0.069518474,0.159165917,-0.309072424,-0.215402501,-0.038603498,0.076107854,0.012235278,0.04754541,0.156358135,-0.264306777,-0.077821844,-0.173952905,-0.249271095,0.054628079,0.039811958,0.282054685,0.032719215,0.360951109,0.484640388,0.401409938,0.36793425,0.450702593,-0.243056777,-0.074189794,-0.131064189,-0.042040168,-0.237853004,-0.354179835,-0.302647738,-0.161279968,-0.308322986,-0.164568935,-0.221362422,-0.102294458,-0.147250595,0.045576013,-0.085243572,-0.087579131,-0.073038756,-0.049700003,-0.064712459,0.011633541,-0.14577335,-0.020607791,0.123200598,-0.304645076,-0.26940505,0.172380786,0.296801376,0.135542123,0.061875931,0.108102704,0.168451355,0.134872983
