Column1,±íÉ©-±íÐ¡Êå,±íÊå-±íÖ¶,±íÐÖ-±íµÜ,±íÐÖ-±íÃÃ,±í½ã-±íµÜ,±í½ã-±íÃÃ,²®¸¸-Ö¶Å®,²®¸¸-Ö¶Ï±,²®¸¸-Ö¶Å®Ðö,²®¸¸-Ö¶×Ó,²®Ä¸-Ö¶Å®,²®Ä¸-Ö¶×Ó,Ôø×æ¸¸-ÔøËïÅ®,Ôø×æ¸¸-ÔøËï×Ó,Ôø×æÄ¸-ÔøËïÅ®,Ôø×æÄ¸-ÔøËï×Ó,´Ó×æ¸¸-´ÓËïÅ®,´Ó×æ¸¸-´ÓËï×Ó,´Ó×æ¹Ã-´ÓÖ¶Ëï,´Ó×æÄ¸-´ÓËïÅ®,´Ó×æÄ¸-´ÓËï×Ó,ÐÖ-µÜ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ,Ä¸Ç×-Ç×Éú×ÓÅ®,Ä¸Ç×-·ÇÇ×Éú×ÓÅ®,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ_1,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸×ÓÅ®-Í¬¸¸ÒìÄ¸×ÓÅ®,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸µÜ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸ÃÃ,µÜÏ±-²®,·ò-ÆÞ,·ò-ÆÞ_2,³ö¹ìÕß-µÚÈýÕß,·ò-ÆÞ_3,¸¸-Å®,¸¸-×Ó,¸ß×æ¸¸-ÐþËï,¸ß×æÄ¸-ÐþËï,¹«¹«-¶ùÏ±,¹Ã±íÐÖ-¹Ã±íµÜ,¹Ã±íÐÖ-¹Ã±íÃÃ,¹Ã±í½ã-¹Ã±íµÜ,¹Ã±í½ã-¹Ã±íÃÃ,¹ÃÄ¸-Ö¶Å®,¹ÃÄ¸-Ö¶×Ó,¹Ã-É©,¹Ã¸¸-Ö¶Å®,¹Ã¸¸-Ö¶×Ó,Ç×¼Ò-Ç×¼Ò,¼Ì¸¸-¼ÌÅ®,¼Ì¸¸-¼Ì×Ó,¼ÌÄ¸-¼ÌÅ®,¼ÌÄ¸-¼Ì×Ó,¼ÌÍâ×æ¸¸-¼ÌÍâËïÅ®,¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,¼ÌÍâ×æÄ¸-¼ÌÍâËï×Ó,¼ÌÐÖ-¼ÌµÜ,¼ÌÐÖ-¼ÌÃÃ,¼Ì½ã-¼ÌµÜ,¼Ì½ã-¼ÌÃÃ,¼Ì×æ¸¸-¼ÌËïÅ®,¼Ì×æ¸¸-¼ÌËï×Ó,¼Ì×æÄ¸-¼ÌËïÅ®,¼Ì×æÄ¸-¼ÌËï×Ó,¾Ë±íÐÖ-¾Ë±íµÜ,¾Ë±íÐÖ-¾Ë±íÃÃ,¾Ë±í½ã-¾Ë±íµÜ,¾Ë±í½ã-¾Ë±íÃÃ,¾Ë¸¸-ÍâÉûÅ®,¾Ë¸¸-ÉûÏ±,¾Ë¸¸-ÉûÅ®Ðö,¾Ë¸¸-ÍâÉû,¾Ë¹«-ÉûËï,¾ËÄ¸-ÍâÉûÅ®,¾ËÄ¸-ÍâÉû,ÃÃ·ò-ÆÞÐÖ,ÃÃ·ò-ÆÞ½ã,Ä¸-Å®,Ä¸-×Ó,ÆÅÆÅ-¶ùÏ±,Ô­Åä-µÚÈýÕß,Èý´ÓÐÖ-Èý´ÓµÜ,Êå¸¸-Ö¶Å®,Êå¸¸-Ö¶×Ó,ÊåÄ¸-Ö¶Å®,ÊåÄ¸-Ö¶×Ó,Êå-É©,¼ÌÄ¸-¼Ì×ÓÅ®,¼ÌÄ¸-¼Ì×ÓÅ®_4,ÌÃ²®-ÌÃÖ¶,ÌÃÐÖ-ÌÃµÜ,ÌÃÐÖ-ÌÃÃÃ,ÌÃ½ã-ÌÃµÜ,ÌÃ½ã-ÌÃÃÃ,ÌÃ½ã·ò-ÌÃÄÚµÜ,ÌÃ×æ¸¸-ÌÃÖ¶Ëï,ÌÃ×æÄ¸-ÌÃÖ¶Ëï,ÍâÔø×æ¸¸-ÍâÔøËï,ÍâÔø×æÄ¸-ÍâÔøËï,Íâ×æ¸¸-ÍâËïÅ®,Íâ×æ¸¸-ÍâËï×Ó,Íâ×æÄ¸-ÍâËïÅ®,Íâ×æÄ¸-ÍâËï×Ó,ÐÖ-µÜ_5,ÐÖ-ÃÃ,ÐÖÆÞ-µÜÆÞ,Ñø¸¸-ÑøÅ®,Ñø¸¸-Ñø×Ó,ÑøÄ¸-ÑøÅ®,ÑøÄ¸-Ñø×Ó,ÒÌ±íÐÖ-ÒÌ±íµÜ,ÒÌ±íÐÖ-ÒÌ±íÃÃ,ÒÌ±í½ã-ÒÌ±íµÜ,ÒÌ±í½ã-ÒÌ±íÃÃ,ÒÌÄ¸-ÍâÉûÅ®,ÒÌÄ¸-ÍâÉû,ÒÌÆÅ-ÒÌÉûËï,ÒÌ¸¸-ÍâÉûÅ®,ÒÌ¸¸-ÍâÉû,Òå¸¸-ÒåÅ®,Òå¸¸-Òå×Ó,ÒåÄ¸-ÒåÅ®,ÒåÄ¸-Òå×Ó,Òö²®Êå-ÒöÖ¶,Ô­Åä-¼ÌÊÒ,ÔÀ¸¸-Å®Ðö,ÔÀÄ¸-Å®Ðö,ÔÙ´ÓÐÖ-ÔÙ´ÓµÜ,½ã-µÜ,½ã-ÃÃ,½ã·ò-ÃÃ·ò,½ã·ò-ÆÞµÜ,ÐÖ-µÜ_6,×å²®Êå-×åÖ¶,×åÐÖ-×åµÜ,×å½ã-×åÃÃ,×æ¸¸-ËïÅ®,×æ¸¸-Ëï×Ó,×æÄ¸-ËïÅ®,×æÄ¸-Ëï×Ó,×æÏÈ-ºó´ú
¾Ë¹«-ÉûËï,0.10477411,0.135056056,0.044455244,0.027038595,-0.134306603,-0.148349365,0.122717292,0.161467927,0.068279809,0.287301078,0.262655481,0.138347394,0.04791349,0.046177965,0.144058851,0.176545675,-0.085241158,0.005592945,0.237286091,0.058163922,0.025881541,-0.043770368,-0.048635006,-0.00073461,-0.183065313,-0.006795549,-0.05188302,0.026485068,-0.140715869,-0.216125602,-0.062865675,-0.164759316,-0.098105389,-0.116257107,-0.007322262,-0.042097102,-0.053404622,-0.01851825,0.152179231,-0.072536782,0.230141123,0.020411399,0.047091739,-0.134890178,-0.098663392,-0.047345513,0.074097222,-0.041170915,0.363250518,-0.053992675,-0.215572688,-0.230651017,-0.247491785,-0.252725098,-0.066729135,-0.197964008,0.249332928,0.207494203,-0.109729195,-0.132748418,0.01380635,-0.276646736,0.087702507,0.251794952,0.156905561,0.0581394,0.439861501,0.134637766,0.195742547,-0.03551544,-0.126657053,-0.028044689,0.218584164,0.277752222,1,0.108827534,0.434365589,-0.040436057,0.222009408,-0.019297585,-0.059832611,0.083518827,-0.14246434,-0.091128678,-0.092216505,-0.127124895,-0.22241057,-0.116753945,-0.105550465,-0.029082995,-0.209779931,0.198031324,-0.20203776,-0.36465931,-0.241436582,-0.227814385,-0.023859293,0.112588009,0.191341893,0.14933508,0.192070154,-0.147479845,0.027484081,0.04313724,0.261694598,-0.15823463,-0.17395895,-0.224031017,-0.053713459,-0.079208274,-0.108172473,0.026505848,-0.024727644,-0.179271127,-0.226633378,0.180280325,0.055789127,0.216038403,0.230123744,0.073293523,0.330263134,-0.083789017,-0.160096936,-0.108717516,-0.167851776,0.24090745,0.035583324,0.177521885,-0.169532601,0.009603216,-0.145436803,-0.241160437,-0.155476371,-0.07701599,0.10687799,0.085805678,-0.030402181,-0.019731152,-0.011383195,-0.133957658,0.009696854,0.128002307,-0.013619468
¾ËÄ¸-ÍâÉûÅ®,-0.207309791,-0.240298642,-0.115531714,-0.172423189,-0.13862571,-0.190264565,0.30457723,0.136344703,-0.093605079,-0.129650403,-0.089593481,0.156261712,-0.109009824,-0.185366857,0.028838533,-0.19792409,-0.24806717,-0.271660063,-0.026820252,0.435714208,-0.317283272,-0.372805498,-0.398845209,-0.22281994,0.0277066,-0.042874642,-0.171641114,-0.277660875,-0.246812123,-0.196958611,0.024388829,0.283659189,-0.025700167,-0.02172835,0.066517893,0.163253368,0.121620634,-0.308526274,-0.115641595,0.245676862,-0.249947353,-0.228100096,-0.095645485,-0.045359159,0.505671768,0.582488204,0.096568369,0.689166141,-0.155175763,0.047947857,0.491843691,-0.260954307,-0.170683001,0.134803093,0.216625392,-0.068675628,0.008630886,-0.01630134,-0.330837304,0.305782956,0.217712305,0.434103829,-0.218424976,-0.304912629,0.223854281,-0.316880991,-0.247951622,-0.226730944,0.096435766,-0.269403908,0.668602293,0.300701587,0.144725287,0.591948123,0.108827534,1,0.547276744,0.016921212,0.009168775,-0.078047603,0.058429912,0.089234532,0.191708583,-0.045593581,0.591585133,-0.139967971,0.052286459,-0.243414275,0.174816212,-0.041485539,0.099978462,-0.20693572,-0.160217906,0.023649233,0.054904019,-0.064319826,-0.164691711,-0.29599995,-0.313088775,-0.300381992,0.011219916,-0.129888253,0.212192992,-0.251182502,-0.126656832,0.353288771,0.601347699,-0.094161041,0.402118039,0.230819863,-0.164041217,-0.179097768,-0.279734255,-0.202338285,-0.149886928,0.019159208,0.540789417,0.581827839,-0.122331577,0.592275192,0.532022923,0.039578271,-0.110816221,-0.049806569,-0.032384788,-0.227485517,-0.12978914,0.026073087,0.158993666,-0.162762351,0.371848732,0.49390399,-0.138308958,-0.156946898,-0.377138554,-0.213027853,-0.017611816,-0.120998697,-0.005021525,-0.280904099,-0.07121133,0.24248139,-0.344185218
¾ËÄ¸-ÍâÉû,-0.040109281,-0.112468623,0.08717581,0.048328444,-0.045502193,-0.221550124,0.090088023,0.002601545,-0.247087716,0.029394663,0.041631947,0.19286095,-0.21199733,-0.13994208,-0.114568663,-0.192202658,-0.321895941,-0.190503741,0.211662379,0.309381186,-0.066496166,-0.132155984,-0.157104837,-0.208551713,-0.130660129,-0.034714921,-0.102844302,-0.252000592,-0.231314684,-0.199903043,0.07816518,0.005568974,-0.183939844,-0.094705814,0.014535919,-0.031726356,-0.102215221,-0.162781285,-0.102546729,-0.02916349,0.155340116,0.074364921,0.124817222,-0.238992093,0.218317268,0.396824195,0.187740264,0.49239619,0.201688956,-0.042854895,0.098749792,-0.265170677,-0.187387777,0.014466291,0.005380957,-0.099518805,-0.103537008,0.195601811,-0.060437783,0.189805972,0.191229345,0.084807438,-0.31803864,-0.075383113,0.047077415,-0.1537385,0.17407236,0.03449958,0.253991644,-0.15060451,0.324761897,0.128647384,0.200477064,0.757314591,0.434365589,0.547276744,1,-0.001943786,0.16162479,-0.227283206,-0.032673399,-0.008257607,0.018477148,0.097989532,0.189877522,-0.1427086,-0.108873129,-0.210072534,0.122974735,0.1058147,-0.077336274,0.091093706,-0.180059808,-0.093451639,0.040023471,-0.096345222,-0.107526423,0.096434512,-0.122041678,0.081092626,0.119288564,-0.291802491,0.046865799,-0.287121477,-0.061211674,0.09675982,0.365066293,-0.093308268,0.078627523,0.152902443,-0.252508966,-0.237534122,-0.169858269,-0.153704304,-0.141363109,0.074193621,0.319149404,0.768693408,-0.013315379,0.466611609,0.756392821,-0.236692708,-0.382515664,-0.192938941,-0.264861922,0.11312088,-0.039063758,-0.070400718,-0.087115428,0.072452728,0.231545789,0.076363654,-0.184963077,-0.269970339,-0.157837336,-0.05692612,-0.038245366,-0.257706625,-0.306658002,-0.167386736,-0.145255666,0.147695371,-0.332990052
ÃÃ·ò-ÆÞÐÖ,0.523634452,0.273739805,0.449383074,0.410869203,0.180456707,0.297827132,-0.266399004,-0.247197144,0.114559123,-0.236126151,-0.225163914,-0.343703642,-0.111089291,-0.317703157,-0.299766507,-0.277849353,-0.121232791,-0.288446547,-0.142142146,-0.30703063,-0.101668638,0.06187715,-0.055745801,-0.232938292,-0.269916849,0.014644433,0.021848343,-0.123762512,-0.105176638,0.070176896,0.239632229,-0.018862004,-0.100507943,-0.046540379,-0.179489519,-0.274355203,-0.373242671,-0.049072998,-0.197702665,0.04796291,0.127250463,0.132510576,0.24379329,0.199855938,-0.108686292,-0.103391676,0.084594031,-0.002600482,0.050066027,0.302444335,-0.191084644,-0.12989098,0.000856064,-0.192301498,-0.288096857,0.065541688,-0.233730532,-0.251804633,-0.032484342,-0.031032801,-0.064447669,0.095316167,0.041595382,-0.154795644,-0.29171289,-0.075768669,0.086337371,0.311768791,0.120266784,0.192566446,0.225339431,0.112300538,0.358975049,-0.065979119,-0.040436057,0.016921212,-0.001943786,1,0.330901404,-0.004166533,-0.370601436,-0.141636776,-0.145071367,-0.0555725,0.004570107,0.019164553,-0.125823618,0.051617752,0.281772881,-0.188720831,-0.238056793,-0.103404525,-0.176037793,0.271453622,-0.001815195,0.192139081,0.366377731,-0.139071178,0.082174148,-0.00043396,-0.202038554,-0.013809289,-0.091720394,-0.064651681,-0.072215213,0.110058154,0.096515077,0.273941624,-0.240050569,-0.303970891,-0.308463044,-0.319730983,0.211928248,0.289160124,0.091188893,0.406729598,-0.117315234,-0.034632779,0.198630188,0.158657976,0.115124315,0.005813856,-0.019418184,-0.147393997,-0.107530162,0.211346816,-0.064593855,0.147865857,0.350711351,-0.014751795,-0.011746716,0.17145316,0.346353534,0.422536791,-0.087784808,0.333140424,0.399094522,0.448840978,-0.304104393,-0.1257382,-0.003094153,-0.28497679,-0.198802443
ÃÃ·ò-ÆÞ½ã,0.155253721,0.218511778,0.307675823,0.322809129,0.313803008,0.134810717,0.092572979,-0.026648229,-0.054140054,0.056586854,0.200245982,0.033892156,-0.095463952,-0.311829267,-0.218144477,-0.029445136,-0.120307851,-0.336725312,-0.013430164,-0.130763637,-0.0911034,0.034410506,-0.064263603,-0.220342908,-0.2777553,-0.12482147,0.069371538,-0.115562914,0.095840477,0.045537714,0.256079399,-0.007180509,0.100468951,-0.032917727,0.058275537,-0.093460771,-0.28930177,-0.114053328,0.045722178,-0.073402874,0.341563485,0.23144017,0.411652962,0.202104012,-0.109004498,-0.15400496,0.406031405,-0.017770426,0.394740852,0.071724085,-0.352110372,-0.257471395,-0.066521213,-0.33899294,-0.20452587,-0.193744027,-0.056404867,-0.038430993,-0.143791137,-0.151442082,0.069341632,0.120831408,-0.067051308,-0.182802479,-0.12621617,-0.153418695,0.275274656,0.409323813,0.214689486,0.193775201,-0.040827655,-0.112849228,0.239146121,0.014250212,0.222009408,0.009168775,0.16162479,0.330901404,1,0.094012142,-0.162507036,-0.034128838,0.050440777,-0.165676517,-0.131343326,-0.104457623,-0.100747873,-0.05565377,0.105763162,-0.03224267,-0.372516229,0.016662266,-0.226919265,-0.009293779,-0.002879491,0.246567411,0.435057247,-0.086620839,0.079878523,-0.040761757,-0.052561169,-0.177559752,-0.243223304,0.012299344,-0.133648634,-0.2082791,-0.034671392,0.165594969,-0.220369907,-0.469538548,-0.25330212,-0.32473267,0.088498201,0.26065394,0.109755511,0.421145916,-0.064531806,0.130054199,0.291972328,0.119290155,0.204911216,-0.032709906,-0.144373856,-0.163517173,-0.131918908,0.335985673,0.085347408,0.10922455,-0.035614026,-0.12134785,0.112341836,0.110173156,0.202789667,0.300418646,-0.130637355,-0.012780339,-0.033809595,0.298984907,-0.281699893,-0.233709057,0.006286939,-0.341847818,-0.149506948
Ä¸-Å®,-0.071716204,-0.03357591,-0.157437983,0.013119988,0.054224622,0.280317374,0.001109225,-0.009541727,0.098432525,-0.172215848,0.241028676,0.04207372,0.105874987,-0.193691244,0.176749704,0.203556613,0.256345945,-0.167144302,-0.210711645,-0.001999737,-0.18060768,-0.197525115,-0.105594082,0.069667961,-0.042098039,-0.27859281,-0.161779929,0.120881785,0.016367516,0.117637269,-0.070373984,0.417151806,0.277814223,0.251087892,0.187871517,0.306513329,0.143439867,-0.100493331,0.207471315,0.119973034,-0.005403543,0.059107857,-0.052465933,0.15136571,0.069115338,-0.125078466,0.019359507,-0.265252831,-0.08819704,0.094808371,-0.104837943,-0.050903071,0.096820016,-0.106932251,0.031803304,-0.07702938,0.169642415,0.028311051,-0.410001001,-0.297687352,-0.268924252,-0.00714726,0.107233858,-0.050397276,-0.001421657,0.002101349,0.029417776,0.164455236,-0.182153777,0.216470514,0.008705568,-0.131806477,-0.035957827,-0.140896495,-0.019297585,-0.078047603,-0.227283206,-0.004166533,0.094012142,1,0.290294866,0.249272237,0.099636705,-0.299557391,0.055873989,-0.070806389,0.065055409,-0.009551312,-0.100513149,-0.059709313,0.013196929,-0.259787051,-0.266259009,-0.131832693,-0.001199413,0.049024879,0.212885849,-0.360372992,0.142153185,-0.189553118,0.11475984,0.150207899,-0.056677443,0.378870933,0.070980923,-0.269444242,-0.194404606,-0.003961155,0.14575971,-0.196325905,0.148134669,-0.05701433,0.17154324,0.056035475,-0.025130729,0.231661403,-0.007472019,-0.154661496,0.078216805,-0.007435318,-0.135179922,0.031739896,0.071559368,-0.036868463,0.118068879,-0.008950139,0.025061735,0.261177159,0.135672625,-0.464520063,-0.111753925,0.098294129,0.160184979,0.229068784,-0.186482458,-0.271133642,-0.369319252,0.02599002,0.172991623,-0.021382035,0.216224034,-0.041656098,0.050511707
Ä¸-×Ó,-0.237455455,-0.300365963,-0.279017159,-0.269021994,-0.13181839,-0.152950349,0.100577788,0.168950728,0.036279669,0.082733937,0.037657762,0.472708717,0.254928274,0.160880967,0.263287053,0.339015464,-0.14621765,-0.160817643,-0.184711902,0.083041949,-0.248324934,-0.193716468,-0.104283033,-0.145997913,0.233879285,0.027994928,-0.110732926,0.049871656,-0.171334878,-0.157241255,-0.07475575,0.161761614,0.016366303,0.01100092,0.10887173,0.450469723,0.580519327,-0.133030523,0.141517921,0.198810918,-0.213231302,-0.234706788,-0.049746423,-0.100586654,0.08079886,0.186942231,0.011838182,-0.060283564,-0.256634398,-0.254034198,0.126516261,-0.102864085,0.006390452,0.205796313,0.059696156,-0.086942108,0.064672934,0.148449786,-0.187268104,-0.109125589,0.023626923,-0.027199487,-0.05420151,-0.084940217,0.236347482,0.027597948,-0.054644093,-0.010118392,-0.176779603,-0.133146166,-0.050234699,0.101380235,-0.100247017,0.134938034,-0.059832611,0.058429912,-0.032673399,-0.370601436,-0.162507036,0.290294866,1,0.197186997,-0.026814365,-0.025113714,-0.010275169,-0.048225289,0.099298797,-0.088386158,0.002613563,-0.020985586,0.223938491,-0.156098371,-0.033687804,-0.270040303,0.013435291,-0.17662744,-0.229373864,-0.198178974,-0.165857713,-0.074052058,0.197745537,-0.127009871,-0.047619541,0.193600899,0.22679528,0.044042241,0.018183836,-0.0626769,0.3176542,0.309651234,0.476862701,0.27812956,-0.130597247,-0.230547486,-0.097434432,-0.056714474,0.214337136,0.170891527,0.143273499,-0.11818205,-0.124926373,0.119844584,0.171923887,0.270582029,0.365626411,-0.209205631,-0.084876857,-0.009680703,-0.028159185,-0.213038758,0.133864093,-0.009600786,-0.258126419,-0.14016797,-0.200431379,-0.347887954,-0.23289966,-0.341358524,0.303289013,-0.070236225,-0.009636508,0.149250673,0.094966747
ÆÅÆÅ-¶ùÏ±,-0.18481153,-0.175760035,-0.447714029,-0.303096051,-0.149751443,-0.026711012,0.06919326,0.23228733,0.220857008,-0.134055341,0.136481947,0.232389151,-0.010496767,-0.087809882,0.117257847,0.136952254,0.222292493,0.002105172,-0.161366638,0.096279927,-0.253176377,-0.352687192,-0.268364666,-0.053422513,0.019817424,-0.176628465,-0.254663847,-0.081732713,-0.088699331,0.08628248,-0.003731466,0.267417696,0.158138136,0.077922513,0.027309782,0.147031464,0.12495416,-0.099534099,0.168271117,0.384062631,-0.010797478,-0.007728791,-0.045176129,0.057807414,0.132771537,0.121203175,0.218952383,-0.02504472,0.028244781,0.037390122,0.043807149,-0.043569565,-0.005883957,-0.055474275,0.229174709,-0.054239215,0.126617074,-0.0864885,-0.479771921,-0.16100848,-0.030984464,0.062366074,0.079409753,-0.034992134,0.067365995,-0.021335407,-0.143926838,-0.038793175,-0.147202889,-0.04067254,0.092434814,0.03677355,0.132462952,0.015471448,0.083518827,0.089234532,-0.008257607,-0.141636776,-0.034128838,0.249272237,0.197186997,1,0.100082862,-0.243548999,0.238611773,0.023985977,0.297447409,0.068129979,-0.12779465,-0.117300709,0.042249336,-0.285017557,0.032018989,-0.148224702,-0.08673904,0.008570572,-0.067945427,-0.31053007,-0.094515862,-0.353090177,0.133484062,0.204639975,0.072862706,0.184697704,-0.126650937,-0.102154898,-0.131160449,0.106294213,0.274580291,-0.016153295,0.132109705,0.021751423,-0.053934606,-0.038778724,0.071369852,8.39E-05,0.137631024,0.053566055,0.137774871,0.08947387,0.044045417,-0.038246058,0.00043336,-0.052545909,0.085560819,-0.124509599,-0.06395131,0.352521684,0.231098704,-0.417695744,-0.095377295,0.044812849,0.101984245,0.068959242,-0.309969047,-0.273069001,-0.345956423,-0.110376376,0.323827533,-0.037972348,0.174790802,0.177889799,0.005829435
Ô­Åä-µÚÈýÕß,-0.30597074,-0.19251767,-0.268962978,-0.07301551,-0.138876112,-0.106487811,0.25079054,0.149512854,-0.130066757,-0.15916548,5.98E-05,0.183788838,-0.203589352,-0.197460661,-0.151198542,-0.195040973,0.146767946,-0.047666598,0.071318334,0.242047732,0.037616176,0.007661442,0.049747765,0.150008716,0.369146649,-0.11074635,0.180452412,0.138552945,0.166710585,0.280510383,-0.010390774,0.360861341,0.493303905,0.364798912,0.530516113,0.207077256,-0.024528099,-0.161528596,0.008306808,0.140210837,-0.224093498,0.045745111,-0.198421091,0.090773209,-0.07023651,-0.080225384,0.125174727,0.169040742,-0.015989982,0.138273787,0.148550567,0.083233274,-0.045623097,0.10526608,0.250838047,-0.105222521,0.071371167,0.093956689,-0.132428999,-0.022055679,-0.234793676,-0.017423908,-0.117386379,-0.192831702,0.144740221,-0.038804249,-0.272898541,-0.168361142,-0.159688527,-0.152207497,0.032948729,0.116099085,-0.081110936,-0.048427971,-0.14246434,0.191708583,0.018477148,-0.145071367,0.050440777,0.099636705,-0.026814365,0.100082862,1,0.045428396,-0.0032066,-0.132486018,0.04684022,-0.120776391,0.019157106,0.408951628,0.297270315,-0.190067269,-0.068931079,0.078942325,-0.10606803,0.176737092,-0.035076449,-0.142146395,-0.182903353,-0.186752382,-0.057894948,0.07517997,-0.04479608,-0.105540458,-0.337571036,-0.188486114,0.036241752,0.013051027,0.090139508,-0.046058935,0.025726524,-0.073877783,-0.291711136,-0.041521654,-0.002337514,-0.27145144,-0.144006965,-0.087236313,-0.278360876,0.045730244,-0.034343316,0.062406253,-0.109598914,0.011215354,-0.004652852,-0.122092676,0.271733343,-0.036309058,0.027042693,-0.13112506,-0.13422005,0.166154574,-0.067634631,-0.071800687,0.012683153,-0.280693806,-0.304247516,-0.122127645,0.043506827,-0.055124241,-0.034324885,-0.21588608,-0.092144025
Èý´ÓÐÖ-Èý´ÓµÜ,-0.039385339,-0.070265392,-0.00805682,0.033663034,-0.199966781,-0.181427451,-0.00904764,0.051965104,-0.157650205,-0.018341698,-0.104425068,-0.058328304,-0.161677724,0.207507939,-0.041208469,-0.134679178,-0.192676973,0.068412777,0.389861529,0.101461876,0.184845074,0.02529558,0.013927895,-0.077813006,0.088830507,0.074259897,-0.025367026,-0.075969232,-0.181948988,-0.076379627,0.025242343,-0.098080009,-0.076878453,-0.0687852,0.085426484,0.034798512,-0.007911865,0.017357063,-0.104545068,-0.161730763,-0.063677952,-0.039127452,-0.128244358,-0.053782986,-0.09566067,0.065089689,0.05477666,0.129763765,0.018317562,-0.010422014,0.100905046,0.029409388,-0.023943222,0.127248309,-0.042043473,-0.053635398,-0.052769804,0.171671307,0.400847202,0.128776386,-0.062402998,-0.0903013,-0.199327444,-0.049363743,0.097798722,-0.009294205,-0.095953424,-0.103229552,-0.064755472,-0.219964209,-0.153855884,0.169686866,-0.137128593,0.015813217,-0.091128678,-0.045593581,0.097989532,-0.0555725,-0.165676517,-0.299557391,-0.025113714,-0.243548999,0.045428396,1,-0.121290243,-0.019049436,-0.057213517,-0.052638793,0.14848319,0.139608998,0.05175368,0.235805726,0.102221989,0.035648463,-0.126042539,-0.073122869,-0.147479787,0.40142912,-0.027579294,0.368647646,-0.068449446,-0.106262485,-0.087682492,-0.252672384,0.044520545,0.072898581,0.239991353,-0.138452316,-0.046197551,0.189296476,-0.05857284,-0.023561233,-0.209178504,-0.140401059,-0.150684416,-0.175357799,-0.117213185,-0.042154979,-0.252476204,-0.08859533,-0.093386266,-0.143924375,-0.109764793,0.034626237,-0.107767207,-0.046334228,-0.003899973,-0.319769123,-0.14372072,0.551581247,-0.032313163,-0.00404627,-0.143301862,-0.203067998,0.054301017,0.098066618,0.158984762,-0.108709178,-0.170329386,0.017775967,-0.124152555,-0.078182015,-0.055512788
Êå¸¸-Ö¶Å®,-0.241785289,-0.117453585,-0.28761902,-0.271811243,-0.10908652,-0.099252915,0.30459724,0.232181648,0.113099773,-0.089385623,0.087445784,0.123904255,-0.04261824,-0.144743534,0.023179194,-0.184720478,-0.080553772,-0.194506464,-0.205695605,0.31226748,-0.319623303,-0.362163154,-0.360226948,-0.177028371,-0.039190632,-0.035092591,-0.23987562,-0.233351935,-0.165901792,-0.12026879,0.122751598,0.282962106,-0.077189568,-0.095142024,-0.107087344,0.219268296,0.189943112,-0.181760605,-0.132918687,0.315222011,-0.260087244,-0.281509972,-0.130968523,-0.033226882,0.588611203,0.539025075,0.03879286,0.489543399,-0.113419549,0.018514056,0.499903568,-0.177928961,-0.183391517,0.040129417,0.206084155,-0.144368732,-0.081238811,-0.187850795,-0.331861492,0.345375052,0.267474898,0.539991252,-0.040977858,-0.187728865,0.073296388,-0.303611311,-0.302036396,-0.250813627,-0.04661356,-0.238717721,0.624994642,0.257684715,0.173248141,0.34754714,-0.092216505,0.591585133,0.189877522,0.004570107,-0.131343326,0.055873989,-0.010275169,0.238611773,-0.0032066,-0.121290243,1,-0.099589879,0.365583435,-0.160692048,0.158305202,-0.202454366,-0.011842902,-0.196707782,-0.022059175,0.0706729,0.142591589,0.010239045,-0.085584029,-0.306841865,-0.229554751,-0.427833061,-0.100808527,0.06893801,0.26808179,-0.116983053,-0.246102745,0.385465888,0.504253501,-0.075515703,0.510698726,0.227045735,-0.087865589,-0.191892344,-0.202983186,-0.210625333,-0.101424515,0.009498043,0.497467414,0.325938067,-0.168665021,0.469197205,0.319375649,0.030762021,-0.101929312,-0.118532066,-0.095473926,-0.203543801,-0.288551248,0.149631273,0.324805868,-0.253053068,0.370599862,0.513412557,-0.019133569,-0.04571271,-0.345905057,-0.231642533,-0.027582338,-0.102831189,0.188717465,-0.24114212,-0.000509564,0.369904818,-0.276058616
