关系,互动强度,交配,亲密性,代沟评估,依恋,信任评估,信息传递,共有式分享,关系效价,具体性,冲突,可见性,同步性,品德评估,商品交换,对相关人员的重要性,对社会的重要性,平等性,强迫,持久性,服务交换,期待互惠性,正式性,爱的表达,独特性,理性,社会情感性,积极性,空间距离,职业性,联盟/联合组织,谈判,金钱交换
伯母-侄女,-0.5435034898041604,-1.0028275596336256,-1.5005180124749127,0.3518260993134502,-0.5859930350364119,1.7357543069987345,0.7120190522460164,0.751781614830094,0.5852635040561952,-0.4513167525798118,-0.9652395603997794,-0.23443305840822087,-0.5467028333438233,1.2385741971085233,-1.1041457225135192,0.9653485043415554,-2.4163314468566712,-0.39084692014457845,-1.3010104029497622,0.6245219708630914,-0.21508271220200084,-1.2056161909772045,-1.9129428092583234,0.38237266753523746,-0.041111989776694564,-1.762960736466343,1.0049565367796638,0.96760460656802,-1.7396365303022572,-0.9919756217156495,-2.0908091674429605,-1.359912295371509,-0.5928834274968553
伯母-侄子,-2.110534032149465,0.9436806141103083,-1.9731876712016574,0.48146411547028845,-1.6698055252796888,-1.862046328330994,-1.9611841103445524,-2.38383575971409,-1.0509267039223789,-0.05360085984070033,0.4414824394864417,1.1787164782689088,-0.8244229190155224,0.021673366553942863,0.06943979339859385,-1.1095327051854198,-1.4964774172582682,-0.8895272723705384,-0.38221071167997783,0.11208656546857564,0.18611797934859264,-0.3397742652626879,-1.3596322415072262,-0.5836007729679811,-2.0379173843737206,-0.40087423781458315,-0.17612145373453644,-0.5020837931339627,-1.12904346843398,-0.3891216750304897,0.8228792071056557,-0.22307746956994284,1.082605576454815
伯父-侄女婿,0.5714990114799987,0.7733611489077141,-1.234641329441119,0.1501669630694797,-2.4555695807060647,-1.9205471516696888,-1.144372032886323,0.0658653141485538,0.47370508078492873,0.5888632745840182,0.09697909257553043,-0.8658402982001299,-1.5565940539681837,0.1677014662204925,0.21989947492578785,-1.5445884426668823,-1.8030954271244026,-1.5752127566812333,-0.007884911533028702,-2.033736694620959,0.18611797934859264,0.9170930462583847,1.683575881123808,0.11069263739370722,-2.6855299447835668,1.3885335153161602,0.053532599976558064,0.08579156674683044,-1.1760121655007707,0.16735889114042696,2.0605521449670148,-0.7186208551757538,-0.6826417669942663
伯父-侄媳,-0.2019711921135172,-0.783845390087433,0.1735203621823077,0.7119316997491119,0.15461216662982727,-0.029020530385224383,0.20460548897651065,0.34894188268379234,-0.009714753390559062,1.1599425051837682,0.5945950381135133,0.14641575289483508,-0.9590750817654372,0.03789871096133773,0.6311559377667849,-0.5629242145035824,0.06806063308431483,-0.6401870962575584,0.3777840946789796,0.17614099114289009,-1.0263996662265344,0.03263086407688904,-0.16079267804651562,0.25156376413375964,0.5165543816873395,-0.06257824468538774,0.04259669265698183,0.44096626334147593,0.5305171612592857,-0.5900729905922096,-0.3288442211819981,0.05870210263728293,-1.2411381016448229
伯父-侄子,0.5413638087425889,-0.4188751075104454,0.0652002320574286,0.4526556674354355,0.172675708133882,0.47798660521679687,0.08084608330102101,-1.1753165632751856,0.548077362965773,1.0477662277445314,0.15439631706068233,0.7577783184076362,1.3720904858424616,-0.6597910985566222,0.5509107742856146,0.5637585928202054,0.3432306419385381,-0.5570737042198984,0.5025593613946292,0.14411377830573285,0.4535851070489883,1.336048816765409,-0.051807263186451145,0.020132627346530478,0.03983958027453622,0.6140137415730027,-2.210200215175659,-0.6857948430967105,-0.025279087364402417,2.115040872738635,1.4417156760363352,0.8554581343956457,0.9030888974599932
兄妹,0.8879186402228005,0.6395387119628188,1.0253104763461285,-0.9157456142200788,0.877153826792012,0.8728671627529866,0.6377634088407228,0.08219665464097144,-0.2886108115687251,-0.940813235951026,-0.5489646828824283,0.6976442955703115,0.5389302288273642,-0.12435473311260678,-0.7129505505428149,0.3127648981193616,1.0036386631886738,0.035109214048429024,-0.34818109348480064,0.24019541681720458,-0.28194949412709974,-0.40960022701385856,0.24999850104142002,0.9710127328418863,0.1612669353513824,-0.36081287020717845,0.365205958584472,0.5266980866574252,0.315243966369829,-0.45868174580185433,0.48767611976820424,0.2287414996588848,-0.5330445344985814
兄弟,1.276662755535386,-0.9492985848556675,0.3428936565593912,-1.3449914899393876,0.3677619563776719,0.9810936859295716,0.7491468739486632,-0.2476964233058644,-0.7980609445075085,0.5521510383311771,1.027138129234991,0.018129837508542898,1.6296127471016733,0.7712842781755647,-0.556472481754533,0.7177013922367227,1.159306268197634,0.5649570882885115,-0.23928631526023353,0.30424984249151904,-0.28462416540410357,0.17414481322592862,0.2349082128300266,0.4367086735635438,0.7684037107356133,0.16532642437007006,0.5850176957079478,1.0925281205426889,1.247572603145621,-1.1960184959783189,-0.7551537886675773,-0.07732941497999844,-0.6826417669942663
公公-儿媳,0.7342291062620112,-0.23882310143913152,-1.3232668904523834,0.7004083205351705,-0.7377267836704704,0.2790838058652343,-0.17162310427697705,-0.7441691742753602,0.6150124169285333,0.6745251591739806,1.4060918108369933,0.7637917206913682,-0.0872023279597392,0.5960505585757053,0.2138810876647,0.9586553391495333,0.07435023328669706,-0.6983664706839203,1.353299816274059,0.09927568033371255,1.9941957626032671,1.4142538939267204,1.2308672347820013,-1.30204351934225,-1.876014244271259,-0.005602077421523478,-0.4254601406208674,0.0637462407513009,0.29880492239645223,0.5847193157686145,-0.8273513767094899,0.9487368893332102,0.35855497117570023
养母-养女,1.0355811336361083,-0.5307993275007217,0.35471039802755955,0.38927708175875897,0.31357133186550806,0.056780677178194315,0.03629269725784529,0.9673553093300065,0.287774375332818,-0.3534174559055689,0.25774732113395576,-1.9662929161231717,0.21576503822756893,-0.28011803942359254,-0.4240679620106026,-0.31304604733474234,-0.8219177955527727,-0.3659129025332804,0.46852974319945206,-0.643755657488335,-0.28462416540410357,-0.0939868798985671,0.7882187805811237,0.6178286936578973,0.07761697963177741,-0.026968140145472577,0.45378680787303666,0.4017745726827565,0.5054671894903305,0.45487385032873406,0.8022513248079663,-0.27554676922232274,-0.12015617281049128
养母-养子,-0.7042245710703453,-0.053904824933457766,-0.6536515405894953,-0.11391047725000546,-0.4595482445080294,-0.8870326060194147,-0.6122065884817192,-0.8704648740833901,-2.166510936635043,0.3645107197055452,2.60419789509383,-2.1787664634817188,-0.08383602389099153,-0.9031712646675383,0.5910333560261996,-0.4513714613032071,0.508332647251072,-1.2219808405211785,3.395076907984691,-1.4465711259397434,-0.7232702548327525,0.5912385580862546,-0.32846254706199973,-1.237645289975369,0.04883419916911729,0.5605985847631297,-1.0728658539397624,-1.1511961696690052,-0.6123878006992842,-0.5282418165732189,-0.7242119652210433,0.8554581343956457,0.9330083439591301
